10151475870412592_10052349	Kaylee Cox
10151210229107592_8662605	Blackhawks
10151210229107592_8662712	BOO YAH RED SOX!
10151210229107592_8663478	bananaaaa,,..
10151210229107592_8664667	BLUE AND WHITE
10151210229107592_8664736	Go WILD!!!!!!
10151210229107592_8664955	Haha
10151210229107592_8666249	they r soooo adorable .....
10151210229107592_8666627	kocholaye jigili barik 20
10151210229107592_8667886	idk
10151210229107592_8667966	Wowwowwubbzy
10151210229107592_8680245	loveyouuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu
10151206995862592_8644373	SQUISHY!!!!!
10151206995862592_8644452	hahah your funny !!!!
10151206995862592_8644456	oooooooooooooooooooooooooooooooh! Stuffed Crust!
10151206995862592_8644493	Whuuuuuuut?
10151206995862592_8644598	Mmwhahaha!
10151206995862592_8644778	YAY!
10151206995862592_8645200	Oooooh! STUFFED CRUST!
10151206995862592_8645571	ahh...no
10151206995862592_10050706	ooo SOFT CRUST !
10151196352667592_8584531	Whhaaaaaaat!!!???...:-/...lol
10151196352667592_8584655	Aww Sugey <333333
10151196352667592_8584670	sooooooooooo fluffy lol
10151196352667592_8584977	Whaaaaaaaaaaaaaaaat!!!!!!!!!!!
10151196352667592_8587306	you did -.-
10151196352667592_8589488	Whaaaaat!!!
10151196352667592_8714808	whaaaaat?!
10151196352667592_8958763	Hahaha <3
10151196352667592_9163116	ma nabodim inabodan!!!
10151196352667592_9863354	Whaaaatttt???? My FAVORITE SCENE
10151192699557592_8561205	Whose jillian??? Haha!!
10151192699557592_8715120	HAHA...XD
10151167477412592_8509082	XD
10151167477412592_8509104	hahahaha true
10151167477412592_8509147	Hahahaha:-)
10151167477412592_8511378	HAHAHA ! So good !
10151167477412592_8520085	my looooooooooooooooooooove
10151167477412592_8603961	YOU BE UGLY
10151167531672592_8501282	Soo cute!
10151167531672592_8501303	SALUTE !
10151167531672592_8501345	HAPPY NEW YEAR EVERYBODY FROM MIKE C.xxx
10151167531672592_8501406	can't wait yyaayy
10151167531672592_8501466	akhe mage ma khareji hastim ke hamash sale 2013 ro tabriiik migid aslan az alan migam eyed noroz mobarak
10151167531672592_8501479	Soooooo cute babies!!!
10151167531672592_8501591	Abbey Deena Lepor I'm dyin sooo cute
10151167531672592_8501599	Whaaaaaaaaattt
10151167531672592_8501613	Whaaaaa???????
10151167531672592_8501619	it is sooooooooooooo cute
10151167531672592_8501793	Woohoo!!
10151167531672592_8501836	Aww!! 
10151167531672592_8501918	Valeria Salvetti hahahahahaha <3
10151167531672592_8502065	Wwwhhaaaaaaatttttt?
10151167531672592_8502123	aww
10151167531672592_8502237	OHHHHHH YEAH!!!!!!!!!!!!!
10151167531672592_8502451	HAPPY NEW YEAR!!!!
10151167531672592_8502502	Ah oh hell yeah ha ha MINIONS ha ha
10151167531672592_8502614	whaaaattt??? O.o
10151167531672592_8502966	HAPPY NEW YEAR <3
10151167531672592_8503040	ya buddy
10151167531672592_8503174	Yaaaaasaaaaaaaaaay despicable me ! ! !
10151167531672592_8503305	Soy jair
10151167531672592_8503468	ooooohh aahhhhhhh
10151167531672592_8503514	HAPPY NEW YEAR!!!!!!!
10151167531672592_8503543	\0/HAPPY NEW YEAR\0/
10151167531672592_8503891	Sooooooo cute!!
10151167531672592_8503905	howdy dooo
10151167531672592_8504025	haha
10151167531672592_8504550	Whaaaaat??  :)
10151167531672592_8505636	HAPPY NEW YEAR!
10151167531672592_8505739	same to uuuuu
10151167531672592_8505999	buuugaaa banana
10151167531672592_8506386	to you too..
10151167531672592_8506410	Aaaaaahh papoiii!!!
10151167531672592_8506528	SO CUTE :D
10151167531672592_8506645	too u
10151167531672592_8506992	hahaha....
10151167531672592_8507153	Baboy
10151167531672592_8507900	XOoooo CUTE DESU!!!!!!!!!!! X3 X3 ^w^
10151167531672592_8508814	Ahhh!!!! haha i can't wait! :)
10151167531672592_8509285	yay
10151167531672592_8509563	i m iss  u ya basha
10151167531672592_8509927	BababaaaaaaA BanananaaaA !Baharak :*!
10151167531672592_8512233	yu hoo
10151167531672592_8517316	Di Coi thoi ahhhhhh woohoooooo
10151167531672592_8527695	in chiye dahaneshe :DD ?
10151167531672592_8528276	grax :)
10151167531672592_8542651	Maryam tmhen kya ho gya
10151167531672592_8550943	Hihihi!
10151167531672592_8652060	iLOVE MINIONN!!!!!!!!!!ASSSSS WAWAWA
10151167531672592_8660812	hahah!
10151167531672592_8713711	sooooooo cute!!!!
10151167531672592_9211276	hahaha
10151167467467592_8452117	Gay
10151167467467592_8452128	Mwua!
10151167467467592_8452217	XXXX OOOO
10151167467467592_8452251	hahah cute!
10151167467467592_8452283	Kira McCall
10151167467467592_8452355	<3 Ba Boy
10151167467467592_8453697	Haha
10151167467467592_8453951	XOXOXO
10151167467467592_8455186	hahahaha yes omg Alexandra Cortez
10151167467467592_8457326	Haha ;-)
10151167467467592_8458616	hahaha.... just funny
10151167467467592_8469181	BabAbababababa.......
10151167466782592_8442163	Hahaha
10151167466782592_8442172	sooooooo fl.....uf....... FY.........!!!!
10151167466782592_8442195	gruuuu.......!!
10151167466782592_8442223	awwww :33
10151167466782592_8442278	Sarah Carey
10151167466782592_8442304	aww haha
10151167466782592_8442322	Awwww
10151167466782592_8442406	Vaaaay!!!! Asheghe in cartoonam!!
10151167466782592_8442584	Hahahaha Cute!
10151167466782592_8442589	haaaaaaaaaaa-cute...nice
10151167466782592_8442697	Hahaha
10151167466782592_8442915	Hey cute muuuaaahhhh....
10151167466782592_8442958	Awww..... <3
10151167466782592_8443351	awwww :)
10151167466782592_8443887	awwww.....
10151167466782592_8444057	hahahahahahahahahahahahahahahahahahahaha.........funny
10151167466782592_8445269	aww
10151167466782592_8445450	sooo cute!!!!!
10151167466782592_8445488	hahaha :D
10151167466782592_8445646	dawww >u<
10151167466782592_8445795	she soooooo cute  (:
10151167466782592_8447017	hhahaah.....
10151167466782592_8447122	haha
10151167466782592_8447363	aaaaaaagneesss...... ^_^
10151167466782592_8448199	awww
10151167466782592_8448991	soooo..........nice
10151167466782592_8449945	aaawww
10151167466782592_8451232	aw..adorable!
10151167466782592_8456811	Agnes..luv youuuu...sooooooooooo cute
10151167466782592_8466571	Aww. ^u^
10151167466782592_8473515	Hahahaha!!!!!
10151167466782592_8474469	Soooo cute
10151167466782592_8479517	jahajaha
10151167466782592_8487453	hahaha xD
10151167466782592_8584399	Da J.
10151167466782592_8667630	soooo cute
10151167465257592_8428907	gruu....
10151167258002592_8417545	Always do.
10151167258002592_8417633	lol u 5 me 3
10151167258002592_8417725	ajme! Haha! Awsome
10151167258002592_8419408	:x
10151167258002592_8420208	KAWAIiii DESU.. X3!!!
10151167258002592_8421359	hooo wala nmn 2
10151167258002592_8421496	hi.. kaha ho
10151167258002592_8421521	Bananaaaaaaa!
10151167258002592_8423546	X3
10151167258002592_8424888	Shreya Magesh
10151167258002592_8449655	haha
10151167258002592_9211290	ha!!!
10151163194817592_8396570	ooo
10151163194817592_8396611	Yay! :)
10151163194817592_8396778	Bruna Castilho olhaaaa o 2 *-*
10151163194817592_8396904	Hahaha
10151163194817592_8398315	Ohhhh yeeeeaa
286674758119378_1271556	Burkey!!!!!!
296638653785632_1316360	WOOOOO HOOOOOOO!!!!!!!!!
296638653785632_1316408	Wuaooooooo we can't wait!!!!!!!
296638653785632_1316434	woohooo!
296638653785632_1316686	Whaaaaaaaattt?
296638653785632_1317090	Omg I wanna watch it soo bad!!! :D
296638653785632_1317161	OMG XD
296638653785632_1317228	WIN!
296638653785632_1317263	Lmao xD
296638653785632_1317287	haha
296638653785632_1317292	XD hahahha look at tu
296638653785632_1317425	XDXDXD
296638653785632_1317643	xD
296638653785632_1317751	Areej Haq Edward Manzarraga
296638653785632_1317790	Yay! :)
296638653785632_1318076	xD awesome
296638653785632_1318472	Cute XD haha
296638653785632_1318585	Soo funny
296638653785632_1319682	uh
296638653785632_1320316	Yayyy! <3
296638653785632_1320330	soooo funny
296638653785632_1320517	haha lol XD XD i am laughing so hard
296638653785632_1320714	soooo cute!!
296638653785632_1320771	I want to be one  hahahah
296638653785632_1320936	AWESOME!!! :-D
296638653785632_1321187	ahhh<3
296638653785632_1321244	hahahahahaha!!!!!!!!!!!!!!
296638653785632_1321296	Arantxa Chahin
296638653785632_1321579	omg yes haha :DDD
296638653785632_1321638	so funny haha
296638653785632_1321645	hahaha
296638653785632_1321738	ha
296638653785632_1321808	oohhh i wanna watch X) ♥
296638653785632_1321816	SAY WHAT!!!!!!
296638653785632_1321942	hahaha
296638653785632_1321993	sooooo cute
296638653785632_1322031	Sooo funny
296638653785632_1322074	this guy said "lookatoo"  lmfao
296638653785632_1322080	hahahaha!!!
296638653785632_1322139	Awesome hahaha
296638653785632_1322249	YYYYAAAAAYYYY!!!!
296638653785632_1322360	yay!!
296638653785632_1322441	Yay!!
296638653785632_1322603	fuuny!
296638653785632_1322671	Alexa Ayn
296638653785632_1322746	hahahaaha lol he was wearing a madies dress
296638653785632_1322889	yaaay!!!! knock over!!!1
296638653785632_1322903	No puedo esperar maaaaaaaas
296638653785632_1323073	hahahahha!!!! Hell yeah
296638653785632_1324206	ewwwwwwwww nooooooooooo
296638653785632_1324412	Sooooo cute!!!!!!!!!!!
296638653785632_1324466	XD
296638653785632_1324649	wow i wanna to see
296638653785632_1324749	yay >w<
296638653785632_1324898	haha
296638653785632_1325150	hHAHAHAHAHAHAHAHAHAHAHAHAAH SO FUNNY!!!!!
296638653785632_1325194	bo do bleeb
296638653785632_1325253	it is soooooooooooooooooooo funny
296638653785632_1325306	Hahahaha those yellow dudes xD
296638653785632_1325543	idk
296638653785632_1326077	hahaha poor guys
296638653785632_1326265	Aaww so adorable (:
296638653785632_1326370	I can't waaaaaiiit!!! :D
296638653785632_1326387	Aawwww c:
296638653785632_1326684	Hahahahahahaha Hilarious!!
296638653785632_1326702	awesome, toooooo funny!
296638653785632_1326713	XD! MINIONS! <3
296638653785632_1326776	ya lo vii
296638653785632_1326841	boh doo bleeeeb boh booh geep bo dwah dah doo dah dwah maaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaahhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh!!!!!!!!!!!
296638653785632_1326853	hahahahahahahahahahahahahahahahahahahahahahahahahahaahahahahahahahahahahahahahahahahahahahahahah ha cant ha stop ha laughing hahahahahahahahahahahahaha
296638653785632_1326964	haha lol
296638653785632_1326995	woow soo cool cant wait
296638653785632_1327266	hahahaha lovit
296638653785632_1327549	lol, dafuq
296638653785632_1327817	hell yeah haha
296638653785632_1328192	shooooooh Kaaaaaah-Ute! ^.^
296638653785632_1328211	boboy
296638653785632_1328740	Bo du blib, bo du ghib:))))))))))) eeh Una-Duo:))))))))
296638653785632_1328810	ahhhh
296638653785632_1329102	YAY!!!!
296638653785632_1329363	awww
296638653785632_1329610	Hahahaha...they didn't want the cat!  Aahahahahaha
296638653785632_1330087	hahahaa freakkin adorable <3 im exxcitedd.!
296638653785632_1330096	YAHHHHHHHH!!!
296638653785632_1330114	Bahahahahaha. So cute. I can't wait.
296638653785632_1330131	Whooo!!!
296638653785632_1330173	AWESOME !!!!!!!!!!!!!! :0) :0)
296638653785632_1330333	hahahahahahaha!!!!!!!!!!!!!!!!!!!!! minions!!!!!!!!!!!!!!!!
296638653785632_1332514	ba-ba-ba... ba-baaaanana
296638653785632_1332645	U maaaaa aaaaaa <3 i love minons
296638653785632_1332982	Bo Du BliebBo Bu GeepBo Twa Tat DuTat Twa Maaaaaaaaaaaaaaaaaaaah
296638653785632_1342559	((bodo bleeb bobo geeb bodwa ta﻿ to ta twa maaaahhhhhhhhh))haha best Song to bed
296638653785632_1350426	auna, doo, hehehe
296638653785632_1351501	bababababananaaaaaaaaaaaaaaa...
296638653785632_1379084	waaaaaaaaaaaaa:DDDDDDDDDDD
296638653785632_1479209	BLU MAI! X3 Haha <3
296638653785632_2012886	XD
296638653785632_2059872	Bodo Diub Bodo Duib Bodo Dua Mi Ma Naaaaaaaaaaaaaaaaaa
240687586060779_954529	no way!!
240687586060779_954549	Hahhahahahaha
240687586060779_954562	Shifa Khan
240687586060779_954565	Woohoo xD
240687586060779_954616	This made my day!!
240687586060779_954636	AWESOME!))))))))))))))))))))
240687586060779_954773	Alex Gibbs
240687586060779_954903	Yayayyyyayayyyy
240687586060779_962009	fmi.mhx    .dmixn
10151100099302592_7984584	Yay!
10151100099302592_7984593	Yay!
10151100099302592_7984609	Nick Falsey, whaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa?
10151100099302592_7984620	yay
10151100099302592_7984622	YAY!!!
10151100099302592_7984647	CAN'T WAIT!!!!!!!!! Haaaaaaaaaaa
10151100099302592_7984651	ahaaaa ......
10151100099302592_7984674	YAY!!
10151100099302592_7984727	OMG xD xD xD FINALLYYYYYYYYYYYYYY ......
10151100099302592_7984729	Yay!!!!
10151100099302592_7984739	yaayyyyyyyy!!!!!!
10151100099302592_7984771	yaaaaaeeeey :)) <3
10151100099302592_7984811	DESPICABLE ME!!!!
10151100099302592_7984870	AWESOME!!
10151100099302592_7984897	wooohoooo!!!!!!!!!!!!!!
10151100099302592_7984907	Yay!!
10151100099302592_7984917	bah-bah-nah-naaaaahhh! hehe.. :)
10151100099302592_7984986	yay!!! :D
10151100099302592_7985037	YAY!!!
10151100099302592_7985039	yaaaay!
10151100099302592_7985072	yay .... :-D :-)!!
10151100099302592_7985100	Whaaaaaat?
10151100099302592_7985115	Baboy
10151100099302592_7985129	Bah na na lol i can't wait
10151100099302592_7985140	Wael Taha
10151100099302592_7985251	Whaaaaaaat?
10151100099302592_7985307	:X~
10151100099302592_7985368	Yayyyyyyyyy ^.^
10151100099302592_7985420	Kyaaaaaaaahh can't wait! >.<
10151100099302592_7985539	Soooooooooo cooolllllllllll!!!!!!!
10151100099302592_7985637	I am sooooooo excited
10151100099302592_7985675	whaaaaaaaaaaaaaaaaaaaaaaaaaaaaatttttttttttttttttt??????????
10151100099302592_7985864	YAAAY!!!:D
10151100099302592_7986063	Yaaaaaaaaay!!!!! Sooooooo excited :D
10151100099302592_7986172	Mazen Kuseybi wooohhooooo!
10151100099302592_7986423	Yyyaaayyyy minion translation oooohh yeeeeaaaayyy
10151100099302592_7986823	yay!!
10151100099302592_7987533	Bananaaaaa !!!
10151100099302592_7987680	potato naaaaaaaaaaaaaaa !!! . haha . oh yeah baby :) . !! .
10151100099302592_7989038	soon
10151100099302592_7989624	yay!!! can't wait!
10151100099302592_7991724	Yaaay can't wait!!!
10151100099302592_8016960	XD
10151100099302592_8180144	wahahahah
10151100099302592_8180150	ahhh... oo tama
10151100099302592_8180153	baliw
10151098592377592_7976770	YAY!
10151098592377592_7976775	Yay!!
10151098592377592_7976796	eyvaaaaaaaaaaaaaal :D
10151098592377592_7976800	Yeeeeeeaah (:
10151098592377592_7976804	Woohoooo!!!
10151098592377592_7976805	YAY!!
10151098592377592_7976819	Yea xxxxxxx
10151098592377592_7976821	Yoooooooo.... :)
10151098592377592_7976843	Wooohooo =D 
10151098592377592_7976846	Woohoooo! :D
10151098592377592_7976855	Yaaaaaaay ! /^_^/ i cant wai \^_^\
10151098592377592_7976872	(Y)
10151098592377592_7976877	OMG 2 days!
10151098592377592_7976884	YAY!
10151098592377592_7976890	<3 xD
10151098592377592_7976898	Whaaaaaat?
10151098592377592_7976919	WHHHHHAAAAAAA?
10151098592377592_7976920	ha awesome
10151098592377592_7976923	Whhhaaaaaat???
10151098592377592_7976930	Yay!!!
10151098592377592_7976938	Yayyyy!
10151098592377592_7976946	Omg omg soooooo excited!!!!
10151098592377592_7976947	Whaaaaaaaaat??!! Yaaaaaaaaay!! (In my best minion voice)
10151098592377592_7976974	Wohooooooooo!!!!
10151098592377592_7976979	Yaay!! Fantastic
10151098592377592_7976995	yay
10151098592377592_7977004	Iarii ♥
10151098592377592_7977005	whaaaaaaat
10151098592377592_7977006	Rad Delgado can't wait
10151098592377592_7977012	Oh yeeeaaaah!more paranah gun
10151098592377592_7977015	siiiii!!!    (:
10151098592377592_7977059	x3
10151098592377592_7977060	Yaaaaay cant wait!!!! =)
10151098592377592_7977073	asdfghjkl yay :3
10151098592377592_7977078	wooo hoooo
10151098592377592_7977084	yaaaaay :D<3
10151098592377592_7977094	Whaaat?!? YAAAY!! :-)
10151098592377592_7977106	Sean Thomas whaaaaaaaaaaa
10151098592377592_7977117	Yayy!! 
10151098592377592_7977161	hooraaaaaaaay:)))
10151098592377592_7977186	me too .. :D :D <3
10151098592377592_7977213	Yaaay!!!!
10151098592377592_7977216	Yaaa so happy
10151098592377592_7977243	YAY!!!
10151098592377592_7977349	Banana bannnaaaaaaaaaaa
10151098592377592_7977458	XD
10151098592377592_7977468	Awwww yeaaah!
10151098592377592_7977481	yay! can't wait!
10151098592377592_7977502	Wooo hooo !!!
10151098592377592_7977520	YAY!
10151098592377592_7977532	hog ya! hog ya!
10151098592377592_7977559	yay!!!
10151098592377592_7977600	Michelle S. Ohhhh yaaa :)
10151098592377592_7977606	wha wha whaaaaat?!?! :O
10151098592377592_7977615	YAY.
10151098592377592_7977764	yay!
10151098592377592_7977803	Woojoo!!!! =)
10151098592377592_7977822	Baa..Baa....Baaa...
10151098592377592_7977844	Maxime
10151098592377592_7977846	Yay!!!
10151098592377592_7977879	yaaaay!!!
10151098592377592_7977932	Yeiiii!!!.. :D
10151098592377592_7977959	bababa bababara-ann
10151098592377592_7978038	yay
10151098592377592_7978117	Aaaaahh finally!!! :D
10151098592377592_7978123	yay
10151098592377592_7978323	Wiiiiioiiiiilwww
10151098592377592_7978434	Yeiii!!!!
10151098592377592_7978616	Yaaaaaaaaaayyyyyyyyyy ;D!!!
10151098592377592_7978636	woo hoo!!
10151098592377592_7978656	hahhaha :D
10151098592377592_7978920	Yay!
10151098592377592_7979039	Whaaaaat!?!?!?
10151098592377592_7979114	yay! :D
10151098592377592_7979227	Awwwww <3
10151098592377592_7979347	Bananaaaaaa potato  naa ahh ahhhh
10151098592377592_7979516	yay
10151098592377592_7979605	yeahhhh
10151098592377592_7979696	yyaaawwwnn!! :D
10151098592377592_7980040	Arman : vaaaaaaaaaay cheghad kharan inaaa :X:X:X :)
10151098592377592_7980127	Yay!!
10151098592377592_7980200	AWESOME!
10151098592377592_7980300	YAY! :D
10151098592377592_7981163	YAAAAAAYYYYY!!!!!!
10151098592377592_7981497	bababa...babanana...bababa...babanana...bananaaaaaaaaaaaa...
10151098592377592_7981559	Bananaaaaa !
10151098592377592_7981563	ooooooooebananna
10151098592377592_7981634	YAY YAY YAY!!!!! :D
10151098592377592_7982264	yaaay !!!
10151098592377592_7982312	ey jooooon
10151098592377592_7982547	yay
10151098592377592_7982725	sooo cuuute!!!
10151098592377592_7983583	Whooohooooo!
10151098592377592_7985879	yay!!! :D <3
10151098592377592_7990182	ky abat hai Whooooooooooooooooooooooooooooo
10151098592377592_7990241	yey i can't w8
393610994031802_82368668	omg i wanna see this soooo bad
393610994031802_83135892	xoxo <3
10150905247092592_7069038	Awh! I wanna go!!
10150905247092592_7069047	waaaaaaawhttps://www.facebook.com/pages/I-love-cartoon/237948059652847
10150905247092592_7069074	Yay can't wait
10150905247092592_7069081	eu queroooooooo :(
10150905247092592_7069086	I wanna go !!!!!!!!!!!!!!!!!!
10150905247092592_7069112	Awwww :)
10150905247092592_7069131	AWESOME! :D
10150905247092592_7069135	AWESOME!
10150905247092592_7069143	I wanna gooooooooo!! <3
10150905247092592_7069179	AWESOME!!!! i wanna gooooooooooooooo!!!!!!
10150905247092592_7069182	No frikin way!!!!! Wanna go soooo bad!!!! Their my favorite!!!! <3
10150905247092592_7069263	Whaaaaaaaat?! <3 it I want to go!!!!
10150905247092592_7069276	YAY!!!! IM SOOOOO HAPPY IM GONNA DIEE! lol :)
10150905247092592_7069281	i wanna go!!!!!!!!!!
10150905247092592_7069388	:O I wana go! <3
10150905247092592_7069415	I so wanna go!!!!
10150905247092592_7069472	Omg I wanna go!
10150905247092592_7069592	I wanna go !!!!
10150905247092592_7069643	Whaaaaaaaaat!!! 
10150905247092592_7069744	kkdkkdkddo
10150905247092592_7069809	Bwaahhh minions!!! XD
10150905247092592_7069814	So far away from Germany :( Bananaaaaa :)
10150905247092592_7070291	YAY!!!!!! FINALLY!!!!!!
10150905247092592_7070391	I wanna GO!!!!
10150905247092592_7070478	I wanna go
10150905247092592_7071104	Oh boy!   Oh boy!  Oh boy!
10150905247092592_7071275	Hahahahaha
10150905247092592_7071322	I wanna go too
10150905247092592_7071842	i wanna go!!!
10150905247092592_7072198	wooo i love you minios
10150905247092592_7074669	aaaaaaaaaah!!!!SUPER!
10150905247092592_7095991	ooooooooooo es igual
10150905247092592_7102218	awesoooome! n__n
10150905247092592_7110571	wy mayn too
10150905247092592_7125226	Hadeel Awni Razan Shalabi mab9oo6een el 5waat hala 6al3een m3 ba3ad 7ashooom page wra page
10150905247092592_7149360	I wanna come!!!  Wa-hoo!!
10150905247092592_7196213	Kaveh Makhdoom cheghad shabihe ma an
10150905247092592_7196216	ma behtariiiim :D
10150905247092592_7212171	OH YEAH!!! HAHAHA...
10150905247092592_7354757	Soooooo cute
10150905247092592_7448010	woww!! wow woow :)
10150905247092592_7465094	i wah dat haha
10150905247092592_7465103	yes haha lalo ka sa hayhay hahaha
10150905247092592_8015765	AWSOME!
10150905247092592_8596996	Si hay k ir xD :) 
10150905247092592_9634555	I wanna go 3>
10150905247092592_9781712	I wanna go!
334877493256804_2184467	i so want to go
334877493256804_2184703	hahahahhahaha...
334877493256804_2185126	hahahhaa soo funny!
334877493256804_2186459	haha
334877493256804_2368622	They r soooooooo Q!!!!
400431493306412_5427554	Yaaaaay :D
400431493306412_5427558	Woohoo!!
400431493306412_5427573	Yaaaay! Gru rocks! lol
400431493306412_5427592	OMG I'm soooo can't wait!!!!!!!!!!
400431493306412_5427607	yay :D
400431493306412_5427610	Hahahahahaha!!!! I can't wait to see the movie!!! x-D
400431493306412_5427611	Yay!!!
400431493306412_5427622	Oh my god!!!!!!
400431493306412_5427625	bahahahahahHhahahahah
400431493306412_5427627	WOO HOO
400431493306412_5427667	AWESOME!
400431493306412_5427668	yaaa!
400431493306412_5427761	Say whaaaaaaat lol 
400431493306412_5427838	Oh my gosh!! I sooo can't wait!!!
400431493306412_5427840	CAN NOT WAIT!!!  Ba-ba-ba, Ba-Na-Na
400431493306412_5427938	Say Whaattt!!!!! Im soo ready
400431493306412_5428028	yay! can't wait!!
400431493306412_5428046	Hahaha
400431493306412_5428171	Sooooo funny!!!!!!!
400431493306412_5428441	Woo!!
400431493306412_5429230	yay!
400431493306412_5434546	Bwaaaa!
400431493306412_5437170	baboy
400431493306412_5439289	YAY!
400431493306412_5439509	Yay!
400431493306412_5440493	awww
400431493306412_5444173	YAY!!
400431493306412_5446415	HAhahahaha.. AwSoMe
313610242025083_3819347	hoo ahh
313610242025083_3819354	AWESOME!!
313610242025083_3819359	Wooooooooo  hoooooo cant waitt
313610242025083_3819381	AWESOME!!!!!
313610242025083_3819394	WIN.
313610242025083_3819430	Aw yeah!!! :D
313610242025083_3819446	i'd say mafia boss.
313610242025083_3819452	bad guy!!
313610242025083_3819504	A bad guy.
313610242025083_3820544	Grubs dad?
313610242025083_3912782	bad dude
313610242025083_3940314	bad guy
313610242025083_3947976	Gru's dad or a bad guy
313610242025083_4977240	Whaaaaaaaaaat?!
112757375489435_59998	AWESOME!!!
112757375489435_159637	haaaaa
10150213981352592_16888516	WHOA NOOO...WAAAAAYYYY
10150213981352592_16888518	yay
10150213981352592_16888523	yaaaaaaaaaaaaaaaaaaaaaaaay!!! <3
10150213981352592_16888534	Haha yay!!!:)
10150213981352592_16888539	Cooool! :D
10150213981352592_16888564	Too far.. 
10150213981352592_16888574	yay can't wait!!!
10150213981352592_16888588	Yay! Made my day.
10150213981352592_16888595	yay
10150213981352592_16888620	2013?! Aaaaaaah! Soooner!
10150213981352592_16888622	yay !!!!
10150213981352592_16888624	AMAZING!!!!!!! cxan't wait
10150213981352592_16888647	YAAAAAAAAAAAAAYYYYY!!!!!!
10150213981352592_16888652	YAY!!
10150213981352592_16888659	YAYYY! :DDDD
10150213981352592_16888663	haha 2 years xD
10150213981352592_16888664	oh yyeeeaaaaa!!!!
10150213981352592_16888673	Oh happy day!
10150213981352592_16888676	THTS A DAY AFTER MY BIRTHDAY!!!! YaAY!!!
10150213981352592_16888683	Yay :)
10150213981352592_16888730	:)))))))))) i wanna see it
10150213981352592_16888740	yeeei!!
10150213981352592_16888767	yayy!!
10150213981352592_16888792	yayyyyyyyyy
10150213981352592_16888814	Yaay! (kids)
10150213981352592_16888835	Yay!!!!
10150213981352592_16888836	YAY!!!!!
10150213981352592_16888839	YAAAAAAAAAAAAAAAY!
10150213981352592_16888851	yay
10150213981352592_16888875	WOOOOHOOOOOOOOOOO! <3
10150213981352592_16888907	too cool
10150213981352592_16888920	Yay!
10150213981352592_16888922	:D :D!!!!!oh my god!!
10150213981352592_16888948	Yay!!!!!
10150213981352592_16888950	Yay!!!!!
10150213981352592_16888993	2013 is tooooooo far away.... D:
10150213981352592_16889001	WHAT!?.......lol
10150213981352592_16889022	WWWHHHHaaaaaat?? Awesome! :D
10150213981352592_16889030	Yay!
10150213981352592_16889048	yay!!
10150213981352592_16889095	yayayyayayya!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
10150213981352592_16889110	Yay!
10150213981352592_16889120	Minion say whhhhhhhhaaaaaaa?
10150213981352592_16889143	Yay I so cant wait
10150213981352592_16889166	YAY!
10150213981352592_16889201	THATS SO FAR!!!!! XP
10150213981352592_16889210	WHAT YAY! Jk
10150213981352592_16889220	awesom
10150213981352592_16889240	So far away! :(
10150213981352592_16889274	Far far away 
10150213981352592_16889286	AWESOME!
10150213981352592_16889303	ahhhhhh yeaaaaaaa
10150213981352592_16889308	Yaaay!
10150213981352592_16889323	YAYY.....
10150213981352592_16889332	Noo.:).Wayyh':)!YaY.!.:)! <3 :)
10150213981352592_16889358	:D yay!!!
10150213981352592_16889364	Good*
10150213981352592_16889376	Yaaaaaaaaay!
10150213981352592_16889386	Yyyyyaaaaaaaayyyyyyyy
10150213981352592_16889434	NOOOO WAY!!!!!  :D
10150213981352592_16889441	Yyyyaaaayyyyyyy :):):):):)
10150213981352592_16889455	Yayay!!
10150213981352592_16889512	Woohoo!
10150213981352592_16889541	Yaaaaaaa
10150213981352592_16889559	Yaaaaaaaayyyyyy!!!!!!:)
10150213981352592_16889573	WOOOOOOOOHOOOOOOOOOOOOOO!!!!!!!! WHAAAAAAAAAAA
10150213981352592_16889620	YAY <3 <3 <3
10150213981352592_16889640	omg! yay! =O
10150213981352592_16889651	soooooooo long cant wait
10150213981352592_16889701	YAY!!!!!!!!!!:):):):):)
10150213981352592_16889735	Whaaaaaaaaaat????????
10150213981352592_16889764	ON MY BIRTHDAY!!!!!!!!!!! <3
10150213981352592_16889802	AWESOME AWESOME AWESOME!!!!!
10150213981352592_16889818	Wooohooo yes!
10150213981352592_16889828	Yeeeeey¡!!!
10150213981352592_16889849	Ahhh YAY!!!!!!!
10150213981352592_16890001	Yay july 3 is my birthday!<3
10150213981352592_16890025	Yaaaaay:D
10150213981352592_16890270	yayyy!!
10150213981352592_16890274	YAHOOOOOO!!!!!!
10150213981352592_16890319	Soooooooooo exited:D
10150213981352592_16890382	Yay!!!!
10150213981352592_16890415	Woohooo!!!!!
10150213981352592_16890645	WOOHOO!!!!
10150213981352592_16891062	If we r still alive hahaha jkk its soo fluffy hahaha cant wait !!:):):)<3<3
10150213981352592_16891205	Yay!
10150213981352592_16891301	Oh my god :) yaaaaaaay
10150213981352592_16891320	YAY, MORE MINIONS!!!
