419551477591_2817332	this is literature?
406762075162_15040935	It is the best moive ever it rocks
406762075162_20609570	HAH IT  SO FUNNY
406762075162_21528100	one does not simply punch a shark
406762075162_25058221	GRU punched it
406762075162_25062191	he punched my shark! ahahahaha suckerr
406762075162_25300662	"He's so fluffy I'm gonna die!"
406762075162_25373665	punched the shark!!!
406762075162_25374581	ITS SOOO FLUFFFYYYYYY
406762075162_25384239	Keep reading on, or die tonight a exactly 12:42. This is based on a TRUE STORY! Once there was a baby girl named Marry. Her mother couldnt take all the crying, so she decied it was time for her to go. She buried her baby alive in her back yard. After she buried her she could still hear Marry crying. So she dug her back up and stabbed her one time in the arm, and buried her again. Marry cried harder, but a few hours later it stopped. At exactly 12:42, Marry died. She bleeded to death. Now her sprit hauntes the world. When your sleeping, she stabbes you in the arm and watches you bleed to death. And that's how she got the name "Bloody Marry" this is the true story of her. She wants everyone to feel her pain that she felt. Apperantly, if you repost thThis isn't fake. Apparently, if you copy and paste this to ten comments in the next ten minuets you will have the best day of your life tomorrow. You will either get kissed or asked out, if you brake this chain you will see a little dead girl in your room tonight. In the next 53 minuets someone will say I love you or I'm sorryis to 12 other comments you will have the best day of your life tomorrow. But if you break this chain you die at exactly 12:42 tonight by Bloody Marry. Don't belive me? You'll see! (This is really creepMay 25 at 5:03pm · Like
406762075162_25425625	Keep reading on, or die tonight a exactly12:42. Thisis based on a TRUE STORY! Once there wasa babygirl named Marry. Her mother couldn't takeall thecrying, so she decided it was time for her togo. Sheburied her baby alive in her back yard.After sheburied her she could still hear Marry crying.So she dug her back up and stabbed her onetime in the arm,and buried her again. Marry cried harder,but a fewhours later it stopped. At exactly 12:42,Marry died.She bleed to death. Now her sprite hauntstheworld. When your sleeping, she stabs you inthearm and watches you bleed to death. Andthat's how she got the name "BloodyMarry" this is the true storyof her. She wants everyone to feel her painthat shefelt. Apparently, if you re-post This isn'tfake.Apparently, if you copy and paste this to tencomments in the next ten minuets you willhave thebest day of your life tomorrow. You willeither get kissed or asked out, if you brakethis chain you willsee a little dead girl in your room tonight.In the next53 minuets someone will say I love you orI'm sorryto 12 other comments you will have thebest day ofyour life tomorrow. But if you break thischain you dieat exactly 12:42 tonight by Bloody Marry.Don't believe me? You'll see not taking my chances -.-
406762075162_25459245	Keep reading on, or die tonight a exactly12:42. Thisis based on a TRUE STORY! Once there wasa babygirl named Marry. Her mother couldn't takeall thecrying, so she decided it was time for her togo. Sheburied her baby alive in her back yard.After sheburied her she could still hear Marry crying.So she dug her back up and stabbed her onetime in the arm,and buried her again. Marry cried harder,but a fewhours later it stopped. At exactly 12:42,Marry died.She bleed to death. Now her sprite hauntstheworld. When your sleeping, she stabs you inthearm and watches you bleed to death. Andthat's how she got the name "BloodyMarry" this is the true storyof her. She wants everyone to feel her painthat shefelt. Apparently, if you re-post This isn'tfake.Apparently, if you copy and paste this to tencomments in the next ten minuets you willhave thebest day of your life tomorrow. You willeither get kissed or asked out, if you brakethis chain you willsee a little dead girl in your room tonight.In the next53 minuets someone will say I love you orI'm sorryto 12 other comments you will have thebest day ofyour life tomorrow. But if you break thischain you dieat exactly 12:42 tonight by Bloody Marry.Don't believe me? You'll see not taking my chances -.-
406762075162_25507419	Keep reading on, or die tonight a exactly 12:42. This is based on a TRUE STORY! Once there was a baby girl named Marry. Her mother couldnt take all the crying, so she decied it was time for her to go. She buried her baby alive in her back yard. After she buried her she could still hear Marry crying. So she dug her back up and stabbed her one time in the arm, and buried her again. Marry cried harder, but a few hours later it stopped. At exactly 12:42, Marry died. She bleeded to death. Now her sprit hauntes the world. When your sleeping, she stabbes you in the arm and watches you bleed to death. And that's how she got the name "Bloody Marry" this is the true story of her. She wants everyone to feel her pain that she felt. Apperantly, if you repost thThis isn't fake. Apparently, if you copy and paste this to ten comments in the next ten minuets you will have the best day of your life tomorrow. You will either get kissed or asked out, if you brake this chain you will see a little dead girl in your room tonight. In the next 53 minuets someone will say I love you or I'm sorryis to 12 other comments you will have the best day of your life tomorrow. But if you break this chain you die at exactly 12:42 tonight by Bloody Marry. Don't belive me? You'll see! (This is really creep
406762075162_25528943	8:32pm · LikeNicholas Tan Keep reading on, or die tonight a exactly 12:42. This is based on a TRUE STORY! Once there was a baby girl named Marry. Her mother couldnt take all the crying, so she decied it was time for her to go. She buried her baby alive in her back yard. After she buried her she could still hear Marry crying. So she dug her back up and stabbed her one time in the arm, and buried her again. Marry cried harder, but a few hours later it stopped. At exactly 12:42, Marry died. She bleeded to death. Now her sprit hauntes the world. When your sleeping, she stabbes you in the arm and watches you bleed to death. And that's how she got the name "Bloody Marry" this is the true story of her. She wants everyone to feel her pain that she felt. Apperantly, if you repost thThis isn't fake. Apparently, if you copy and paste this to ten comments in the next ten minuets you will have the best day of your life tomorrow. You will either get kissed or asked out, if you brake this chain you will see a little dead girl in your room tonight. In the next 53 minuets someone will say I love you or I'm sorryis to 12 other comments you will have the best day of your life tomorrow. But if you break this chain you die at exactly 12:42 tonight by Bloody Marry. Don't belive me? You'll see! (This is really creep
406762075162_25593928	WARNING! CARRY ON READING OR ELSE YOU WILL DIE, even if you only looked at the word warning! Once there was a little girl named Clarissa. She was ten-years-old and she lived in a mental hospital because she killed her mom and dad. She got so bad that she went to kill all the staff in the hospital, so the More-government decided that the best idea was to get rid of her so they set up a special room to kill her as humane as possible, but it went wrong the machine they were using went wrong. And she sat there in agony for hours until she died. Now every week on the day of her death, she returns to the person that reads this letter, on a Monday night at 12:00a.m. She creeps into your room and kills you slowly, by cutting you and watching you bleed to death. Now send this to ten other pictures on this one site, and she will haunt someone else who doesn't. This isn't fake. Apparently, if you copy and paste this to ten comments in the next ten minutes, u will have the best day of ur life tomorrow. U will either get kissed or asked out. If u break this chain, u will see a little dead girl in your room. In 53 mins someone will say I love you or I'm sor
406762075162_25620681	lol that was funny
406762075162_25625483	Keep reading on, or die tonight a exactly 12:42. This is based on a TRUE STORY! Once there was a baby girl named Marry. Her mother couldnt take all the crying, so she decied it was time for her to go. She buried her baby alive in her back yard. After she buried her she could still hear Marry crying. So she dug her back up and stabbed her one time in the arm, and buried her again. Marry cried harder, but a few hours later it stopped. At exactly 12:42, Marry died. She bleeded to death. Now her sprit hauntes the world. When your sleeping, she stabbes you in the arm and watches you bleed to death. And that's how she got the name "Bloody Marry" this is the true story of her. She wants everyone to feel her pain that she felt. Apperantly, if you repost thThis isn't fake. Apparently, if you copy and paste this to ten comments in the next ten minuets you will have the best day of your life tomorrow. You will either get kissed or asked out, if you brake this chain you will see a little dead girl in your room tonight. In the next 53 minuets someone will say I love you or I'm sorryis to 12 other comments you will have the best day of your life tomorrow. But if you break this chain you die at exactly 12:42 tonight by Bloody Marry. Don't belive me? You'll see! (This is really creep
118149141563042_480979	i cant wait for this movie!!!!!!!!!!!!!!!!!
118149141563042_480980	Its So Fluuuuuffffffyyyyyyyyyy!!!!!!!!!!!!!!!
118149141563042_480981	"was on", "talking about", "and the" and "!" should have been tagged as well.
118149141563042_480983	Saw it last week and it was AWESOME!  I loved the Minions and the 3-D effects were great! For a kids movie, this one had me laughing right through it! Best one yet!
118149141563042_480991	saw it too it was amazing!! fun!!!
118149141563042_480998	Can't stand Jimmy Fallon - Can't wait for this movie!!
118149141563042_481075	Can't wait to seeit!!!
118149141563042_481249	yay !! to the Minions !!
118149141563042_481709	I get a smile on my face every time I see them . Everyone needs a minion or two 
118149141563042_482114	...it would be nice if you posted the embedded video rather than the link. ^^; I couldn't watch it. Something with the site messed with my comp. The audio came through fine, but none of the vids on it showed anything but a black screen. :o
118149141563042_482893	Wish I had my own minion.
118149141563042_490168	I love the dispicable me characters!I wish I had one!
118149141563042_490650	its so FLUFFY!!!!!!!!!!!
118149141563042_495631	walmart claw machine ....i have one of the guys and and fluffy unicorn ;)
118149141563042_504655	:3 fluffiness 
118149141563042_507966	It's so fluffy!!!!!!!
118149141563042_509961	I WANT THAT UNICORN!!!!!!!!!!!
118149141563042_530713	its so fluffy im gonna die!!!!.....................ITS SOOOOO FLUFFY
118149141563042_574452	ITTTTTSSSSS SSSSSOOOOOO FLUUFFFFFFFFFFFYYYYYYYY!!!!!!!!!!!!!!!!!!!!!
406475065162_13129059	1st i want to see that movie
406475065162_13129075	MK I GET IT IS A LITTLE TINY BUT NOT TO TINY!!!!!!!!!
406475065162_13129110	lol i love this!!! " curse you tiny toilet! LOOOOOOOL!!! HAHAHAHA
406475065162_13129119	lol curs tiny toilet
406475065162_13129140	lol tiny toilet
406475065162_13129168	hey jacklyn carr we have the same last name!
406475065162_13129176	I really want to see this movie!!
406475065162_13129226	I love this movie
406475065162_13129267	A movie I actually WANT to see, for a change!
406475065162_13129270	Cant wait! neither can the Kids!
406475065162_13129308	By all that is EVIL i will see this movie in 3D, Mwahahaha
406475065162_13129349	omg this movie was great!! i saw a special showing of it!  everybody will love it!!!
406475065162_13129444	So did we Rianna, we LOVED IT!!!  I gotta get it on DVD when it comes out!
406475065162_13129465	cant we write about whats the subject is
406475065162_13129551	AHAHAHAHA I LOVE IT.. FUCK U FAGS WHO POST FORWARDS .. UR GOING TO HELL
406475065162_13129816	LOL tiny TOLET
406475065162_13130133	I actually wanna see this Movie, the comercials are Funny
406475065162_13130290	awsome part
406475065162_13130434	I NEED TO SEE THIS
406475065162_13130440	"ARG! Curse you, tiny toilet!" (LOL--I wanna see this movie!)
406475065162_13130824	lolssniper girrll!!CURSE YOU, TINY TOILET!!
406475065162_13130829	LOL at Gru's face at 0:07 XDD
406475065162_13132740	lmao i love the last part 
406475065162_13132851	best movie ever! already saw it!
406475065162_13133567	lolz i ceen this a million timez!
406475065162_13134593	OMG! So funny! LOL!
406475065162_13134597	A LITTLE TINY TOILET FOR LITTLE TINY BABYS TO GO AHHHH!!!! CURSE YOU TINY TOILET!!
406475065162_13134922	hahaha i luv this movie its soo funny and cute
406475065162_13135451	lo curse you tiny tolite
406475065162_13135454	lol curse you tiny tolight
406475065162_13137593	i litterly just seen this comercial on tv like 5 seconds ago
406475065162_13139529	wich one is margo....da oldest??? i seriously dk
406475065162_13139632	Mandy: Margo is the oldest, Edith is the one in the pink hat & Agnes is the little one with the black hair. 
406475065162_13140620	i can hardly wait to see this movie
406475065162_13141617	i <3 this part it's so funny!
406475065162_13142062	CURSE U TINY TOILET!!
406475065162_13142498	HAHAHAHAHAHA! NICE GRU! THAT WAS HILARIOUS! HAHAHAHAH! CURSE U TINY TOILET!
406475065162_13142557	little tiny toilet, CURSE YOU TINY TOILET!!!
406475065162_13143542	ill never get tired of this!!!!XD
406475065162_13144512	3 unstoppable forces? Uh-oh, I gotta go! They'll KILL me!!! JK!!! It looks so funny!!
406475065162_13144762	Curse you tiny Toilet!
406475065162_13150567	you little tiny toilet
406475065162_13151594	you little tiny toilet ahhhhhhhhhh! curse you tiny toilet!!!!!!!!!
406475065162_13151645	rofl!!!!
406475065162_13153409	That dude is retarded
406475065162_13153915	hahaha that is so funny!!  :D
406475065162_13154275	dont mess with me or i explode
406475065162_13161267	CURSE U TINY TOILET! LOLLOLOLOLOLOLOLZZZZZZ ROTFL!! :D
406475065162_13167319	my little tinny toilet its so tiny ahhhh curse you tiny toilet
406475065162_13176529	"Curse you, Tiny Toilet!!!!" LOL! I must see this movie!!!
406475065162_13178687	IT TOOK ME SOOOOOOOOO LONG TO FIND THIS VIDEO... but I LOVE IT!!!!!!! :) Can't wait to see it. :D
406475065162_13190766	hate to be that guy!
406475065162_13202204	A little tiny toilet for a little tiny baby to go in..*screams*Curse you tiny toilet
406475065162_13218655	There's the tiny toilet, a little tiny baby to go in... ahhhh, curse you tiny toilet
406475065162_13222721	ahh curse you tiny toilet
406475065162_13231431	CURSE YOU, tiny toilet! Haha.
406475065162_13233663	i aready saw this
406475065162_13240090	A little tiny toilet for little tiny baby to go AHHHHHHHHHH                           Curse you tiny toilet
406475065162_13264851	 cE YOU'VE READ THE FIRST WORD OF THIS YOU CANT GET OUT. READ ON OR DIE TONIGHT AT 10:35 P.M.9 years ago a person named Jerry got dared to sleep in a house that was belived haunted.The next day his friends waited for him out side the house. They had to go inside and search for him. They went through every room exept the attic. He wasn't supposed... See More... See More... ... See MoreSee More... ... See MoreSee More... See More... See More... See more... See more... See More... See More... See More... See More... See More... See more... See More... See More ... See Moreto sleep there.He was SUpposed to sleep in the living room.They went into the attic. They saw Jerry's corpse and they just left because they were scared. But that night they all died because of their friend. He killed them all for making him sleep in that houseIf you don't send this to 11 comments you will die tonight by Jerry.Example 1:A man named Stewart Read this and didn't belive it. He shut off his computer and went through his day. That night while he was in bed he heard something outside of his door. He got up to look. And now he's dead.eXample 2:A Girl named Haley Read this in the morning and she got scared but she didn't send it. She wanted to know if it was true. She went to school (She was only 13 years old) and that night she died.If you don't post this on 11 comments tonight Jerry will 'visit' you
406475065162_13295008	AAHHH CURSE U TINY TOILET!
406475065162_13326055	Wtg tiny toilet :D
406475065162_13477014	cE YOU'VE READ THE FIRST WORD OF THIS YOU CANT GET OUT. READ ON OR DIE TONIGHT AT 10:35 P.M.9 years ago a person named Jerry got dared to sleep in a house that was belived haunted.The next day his friends waited for him out side the house.... They had to go inside and search for him. They went through every room exept the attic. He wasn't supposed... See More... See More... ... See MoreSee More... ... See MoreSee More... See More... See More... See more... See more... See More... See More... See More... See More... See More... See more... See More... See More ... See Moreto sleep there.He was SUpposed to sleep in the living room.They went into the attic. They saw Jerry's corpse and they just left because they were scared. But that night they all died because of their friend. He killed them all for making him sleep in that houseIf you don't send this to 11 comments you will die tonight by Jerry.Example 1:A man named Stewart Read this and didn't belive it. He shut off his computer and went through his day. That night while he was in bed he heard something outside of his door. He got up to look. And now he's dead.eXample 2:A Girl named Haley Read this in the morning and she got scared but she didn't send it. She wanted to know if it was true. She went to school (She was only 13 years old) and that night she died.If you don't post this on 11 comments tonight Jerry will 'visit' you
406475065162_13866654	dont curse the tiny toilit
406475065162_20594092	tiny toilet hulairius
406475065162_20627162	this was so funny i saw it in the movie
406475065162_20644907	cerse u tiny toylet
406475065162_23627421	waaahhhh!stop you tiny toilet!hahha.,lol
406475065162_24266324	ohh.look at you little tiny baby.
406475065162_24371374	cute tiny toilet!
406475065162_24380158	Aw!Look at you little tiny toy!Look at me little tiny baby...
406475065162_24621124	What does this do??
406475065162_25347346	owh yeah
406475065162_25360405	tiny toilet
406475065162_25369676	LOL!!!! Curse you tiny tolit
406475065162_25374585	we are going to steal...THE MOON
406475065162_25384242	Keep reading on, or die tonight a exactly 12:42. This is based on a TRUE STORY! Once there was a baby girl named Marry. Her mother couldnt take all the crying, so she decied it was time for her to go. She buried her baby alive in her back yard. After she buried her she could still hear Marry crying. So she dug her back up and stabbed her one time in the arm, and buried her again. Marry cried harder, but a few hours later it stopped. At exactly 12:42, Marry died. She bleeded to death. Now her sprit hauntes the world. When your sleeping, she stabbes you in the arm and watches you bleed to death. And that's how she got the name "Bloody Marry" this is the true story of her. She wants everyone to feel her pain that she felt. Apperantly, if you repost thThis isn't fake. Apparently, if you copy and paste this to ten comments in the next ten minuets you will have the best day of your life tomorrow. You will either get kissed or asked out, if you brake this chain you will see a little dead girl in your room tonight. In the next 53 minuets someone will say I love you or I'm sorryis to 12 other comments you will have the best day of your life tomorrow. But if you break this chain you die at exactly 12:42 tonight by Bloody Marry. Don't belive me? You'll see! (This is really creepMay 25 at 5:03pm · Like
406475065162_25459247	Keep reading on, or die tonight a exactly12:42. Thisis based on a TRUE STORY! Once there wasa babygirl named Marry. Her mother couldn't takeall thecrying, so she decided it was time for her togo. Sheburied her baby alive in her back yard.After sheburied her she could still hear Marry crying.So she dug her back up and stabbed her onetime in the arm,and buried her again. Marry cried harder,but a fewhours later it stopped. At exactly 12:42,Marry died.She bleed to death. Now her sprite hauntstheworld. When your sleeping, she stabs you inthearm and watches you bleed to death. Andthat's how she got the name "BloodyMarry" this is the true storyof her. She wants everyone to feel her painthat shefelt. Apparently, if you re-post This isn'tfake.Apparently, if you copy and paste this to tencomments in the next ten minuets you willhave thebest day of your life tomorrow. You willeither get kissed or asked out, if you brakethis chain you willsee a little dead girl in your room tonight.In the next53 minuets someone will say I love you orI'm sorryto 12 other comments you will have thebest day ofyour life tomorrow. But if you break thischain you dieat exactly 12:42 tonight by Bloody Marry.Don't believe me? You'll see not taking my chances -.-
406475065162_25507423	Keep reading on, or die tonight a exactly 12:42. This is based on a TRUE STORY! Once there was a baby girl named Marry. Her mother couldnt take all the crying, so she decied it was time for her to go. She buried her baby alive in her back yard. After she buried her she could still hear Marry crying. So she dug her back up and stabbed her one time in the arm, and buried her again. Marry cried harder, but a few hours later it stopped. At exactly 12:42, Marry died. She bleeded to death. Now her sprit hauntes the world. When your sleeping, she stabbes you in the arm and watches you bleed to death. And that's how she got the name "Bloody Marry" this is the true story of her. She wants everyone to feel her pain that she felt. Apperantly, if you repost thThis isn't fake. Apparently, if you copy and paste this to ten comments in the next ten minuets you will have the best day of your life tomorrow. You will either get kissed or asked out, if you brake this chain you will see a little dead girl in your room tonight. In the next 53 minuets someone will say I love you or I'm sorryis to 12 other comments you will have the best day of your life tomorrow. But if you break this chain you die at exactly 12:42 tonight by Bloody Marry. Don't belive me? You'll see! (This is really creep
406475065162_25528944	8:32pm · LikeNicholas Tan Keep reading on, or die tonight a exactly 12:42. This is based on a TRUE STORY! Once there was a baby girl named Marry. Her mother couldnt take all the crying, so she decied it was time for her to go. She buried her baby alive in her back yard. After she buried her she could still hear Marry crying. So she dug her back up and stabbed her one time in the arm, and buried her again. Marry cried harder, but a few hours later it stopped. At exactly 12:42, Marry died. She bleeded to death. Now her sprit hauntes the world. When your sleeping, she stabbes you in the arm and watches you bleed to death. And that's how she got the name "Bloody Marry" this is the true story of her. She wants everyone to feel her pain that she felt. Apperantly, if you repost thThis isn't fake. Apparently, if you copy and paste this to ten comments in the next ten minuets you will have the best day of your life tomorrow. You will either get kissed or asked out, if you brake this chain you will see a little dead girl in your room tonight. In the next 53 minuets someone will say I love you or I'm sorryis to 12 other comments you will have the best day of your life tomorrow. But if you break this chain you die at exactly 12:42 tonight by Bloody Marry. Don't belive me? You'll see! (This is really creep
406475065162_25530934	oh look at you little tiny toilet... ahhh curse you little toilet!!!!
406475065162_25593936	WARNING! CARRY ON READING OR ELSE YOU WILL DIE, even if you only looked at the word warning! Once there was a little girl named Clarissa. She was ten-years-old and she lived in a mental hospital because she killed her mom and dad. She got so bad that she went to kill all the staff in the hospital, so the More-government decided that the best idea was to get rid of her so they set up a special room to kill her as humane as possible, but it went wrong the machine they were using went wrong. And she sat there in agony for hours until she died. Now every week on the day of her death, she returns to the person that reads this letter, on a Monday night at 12:00a.m. She creeps into your room and kills you slowly, by cutting you and watching you bleed to death. Now send this to ten other pictures on this one site, and she will haunt someone else who doesn't. This isn't fake. Apparently, if you copy and paste this to ten comments in the next ten minutes, u will have the best day of ur life tomorrow. U will either get kissed or asked out. If u break this chain, u will see a little dead girl in your room. In 53 mins someone will say I love you or I'm sor
406475065162_25595867	its so fluffy
406475065162_25625491	Keep reading on, or die tonight a exactly 12:42. This is based on a TRUE STORY! Once there was a baby girl named Marry. Her mother couldnt take all the crying, so she decied it was time for her to go. She buried her baby alive in her back yard. After she buried her she could still hear Marry crying. So she dug her back up and stabbed her one time in the arm, and buried her again. Marry cried harder, but a few hours later it stopped. At exactly 12:42, Marry died. She bleeded to death. Now her sprit hauntes the world. When your sleeping, she stabbes you in the arm and watches you bleed to death. And that's how she got the name "Bloody Marry" this is the true story of her. She wants everyone to feel her pain that she felt. Apperantly, if you repost thThis isn't fake. Apparently, if you copy and paste this to ten comments in the next ten minuets you will have the best day of your life tomorrow. You will either get kissed or asked out, if you brake this chain you will see a little dead girl in your room tonight. In the next 53 minuets someone will say I love you or I'm sorryis to 12 other comments you will have the best day of your life tomorrow. But if you break this chain you die at exactly 12:42 tonight by Bloody Marry. Don't belive me? You'll see! (This is really creep
406457585162_13128682	I really want to see this movie so bad!! I can't wait...LOL
406457585162_13128685	ITS SO FLUFFY!!!
406457585162_13128686	I saw an advance screening... IT WAS AWESOME!!!
406457585162_13128687	IM SO EXCITED...I CANT WAIT!!!!!!!!
406457585162_13128690	I love that lil girls face!! ITS SO FLUFFY!!! ^_^
406457585162_13128699	I love that part is so cute and funny ITS SO FLUFFFFY!!!!!!!!!!! lol 
406457585162_13128702	This movie stole my LINE!
406457585162_13128704	That was an awesome part!  The movie was amazing!  Can't wait to see it again in July!
406457585162_13128705	ITS SO FLUFFY IM GUNNA DIE!!!<3
406457585162_13128708	ITS SO FLUFFY I'M GONNA DIE! IT'S SO FLUFFY!!
406457585162_13128709	Is this annoying lol??
406457585162_13128710	It's so FLUFFY!!!
406457585162_13128716	i love those little guys. the movie looks adorable. im excited to  watch it.
406457585162_13128719	IT'S SO FLUFFY!!!
406457585162_13128732	aw thats so cute 
406457585162_13128741	ITS SO FLUFFY!!!!!
406457585162_13128746	I love the minions! I can't wait to see this movie!
406457585162_13128750	I need minions. 
406457585162_13128756	Dave!!  Not cool.....
406457585162_13128770	IT"S SO FLUFFY!!!!!!!!!!!!!!
406457585162_13128793	"It's my turn" BOOM! "IT'S SO FLUFFY!'
406457585162_13128808	IT'S SO FLUFFY!!!!! This is by far my favorite.
406457585162_13128859	:D ITS SO FLUFFY!! I couldn't stopvlaughing when I said that! stevecarellistheshizz<3
406457585162_13128862	:D ITS SO FLUFFY!! I couldn't stopvlaughing when she said that! stevecarellistheshizz<3
406457585162_13128885	looks like another great animated movie !!
406457585162_13128889	it so fluffy ! lol
406457585162_13128903	The Best Little Girl EVER!!!! Love it!!!! 
406457585162_13128905	I can't wait to see it
406457585162_13128919	did u brush ur teeth? ......you did not! lol that was great. this movie is gonna match up with cloudy with a chance of meatballs i can tell already.
406457585162_13129099	It's so FLUFFAAY!! LOVE IT!! I can't wait
406457585162_13129105	IT'S SO FLUFFY!
406457585162_13129117	lol thats soo funny well the part that she goes mad
406457585162_13129143	I love Agnes!!!!  She's the best.
406457585162_13129227	My daughter doesn't understand that its not out yet, asks me everyday why we can't go RIGHT NOW (bad daddy).
406457585162_13129281	This reminds me a lot of myself O_O I LOVE IT!!! XD IT'S SOOO FLUFFY!!!!
406457585162_13129463	Does anyone have a screenshot of this? I can't find a still with Agnes holding the unicorn, and I'm dying to make a Flair with it!
406457585162_13129582	my girls tell me that part where she says "IT'S SO FLUFFY" reminds them of me becuase i get sooo excited when i see a fluffy stuff animal and i always say always say "IT'S SO FLUFFY" lol
406457585162_13129735	This is one of the best lines ever. My whole family says it over and over again. We look at the silliest thing and say this line. I hope they have talking Agnes dolls! LOL!!
406457585162_13129857	I can't wait to take my little boy to see this movie! That little cartoon girl is precious and I LOVE the Minions!!! 
406457585162_13129947	It's so fluffeh!!!
406457585162_13133196	its so funny
406457585162_13133225	One of the funniest things I have ever seen.  Can't wait for this movie!!!
406457585162_13133868	cant breathe, too funny!
406457585162_13134100	 cute funny and so fluffy
406457585162_13134133	please make my creta cret happy and be the best movie ever.  pretty please!!!!!
406457585162_13135001	ITS SO FLUFFY I'M GONNA DIE! ITS SO FLUFFY! <3
406457585162_13135434	Yeah gotta agree cracked up on the it's so fluffy LOL
406457585162_13136048	IT'S SO FLUFFY!
406457585162_13137202	Can't wait.... July 9th!!!!!!
406457585162_13138232	This was one of my favorite parts of the whole movie! Just so quotable!
406457585162_13138338	I thought that was really cute.
406457585162_13140786	I love it! "He's so fluffy!"
406457585162_13141046	i want to see this.......He's so fluffy i gonna die!........he's so fluffy!!!!
406457585162_13141408	he's so fluffy!!!! Hahaha can't wait to see it!!! :]
406457585162_13143343	my husband saw this trailer and thought I might have been like that as a child.. I was :)
406457585162_13144521	We stole the Statue of Liberty! YAAYYY!!!!! The small one from Las Vegas. Awwww. Funny!! Somebody's got a frowny face!!
406457585162_13144774	HE SOOO FLUFFY IMMA DIEE!! I wish this movie is coming out tomorrow!
406457585162_13147687	Favorite character so far is the little girl... "HE'S SSSOOO FLUFFY!!!"
406457585162_13148491	Did you Brush your teeth?? You did not!
406457585162_13150650	ITS SO FLUFFY!!!!
406457585162_13151649	rofl x 100
406457585162_13153415	Thats funny
406457585162_13158407	Uh oh someones gotta froney face!!! Well now its my turn.......ITS SO FLUFFY!!!!!(: that little girl is so cute(:
406457585162_13158969	Omg its soo cute!
406457585162_13161275	ITS SO FLUFFY!!!!!
406457585162_13162080	ITS SOOO FLUFFY!!! ^-^
406457585162_13169024	By far one of the best kids movies I have seen in a long time.....and yes I saw it, sneak preview!!!!
406457585162_13169356	If I was a girl id say its SOOOOOOOO FLUUUFYYY im gonna DIIIEEE
406457585162_13173115	Agnes is pretty much my favoritest girl ever! IT'S SO FLUFFY!!!!!!
406457585162_13194185	lmao! im so excited to see this! 
406457585162_13195123	IT'S SO FLUFFY!!!!!
406457585162_13199812	ITS SO FLUFFY
406457585162_13218305	=fasHO!ITS SO FLUFFY! :)
406457585162_13257569	IT'S SO FLUFFY I'M GONNA DIE!!!
406457585162_13264853	 cE YOU'VE READ THE FIRST WORD OF THIS YOU CANT GET OUT. READ ON OR DIE TONIGHT AT 10:35 P.M.9 years ago a person named Jerry got dared to sleep in a house that was belived haunted.The next day his friends waited for him out side the house. They had to go inside and search for him. They went through every room exept the attic. He wasn't supposed... See More... See More... ... See MoreSee More... ... See MoreSee More... See More... See More... See more... See more... See More... See More... See More... See More... See More... See more... See More... See More ... See Moreto sleep there.He was SUpposed to sleep in the living room.They went into the attic. They saw Jerry's corpse and they just left because they were scared. But that night they all died because of their friend. He killed them all for making him sleep in that houseIf you don't send this to 11 comments you will die tonight by Jerry.Example 1:A man named Stewart Read this and didn't belive it. He shut off his computer and went through his day. That night while he was in bed he heard something outside of his door. He got up to look. And now he's dead.eXample 2:A Girl named Haley Read this in the morning and she got scared but she didn't send it. She wanted to know if it was true. She went to school (She was only 13 years old) and that night she died.If you don't post this on 11 comments tonight Jerry will 'visit' you
406457585162_13367406	she is so cute
406457585162_13477017	cE YOU'VE READ THE FIRST WORD OF THIS YOU CANT GET OUT. READ ON OR DIE TONIGHT AT 10:35 P.M.9 years ago a person named Jerry got dared to sleep in a house that was belived haunted.The next day his friends waited for him out side the house.... They had to go inside and search for him. They went through every room exept the attic. He wasn't supposed... See More... See More... ... See MoreSee More... ... See MoreSee More... See More... See More... See more... See more... See More... See More... See More... See More... See More... See more... See More... See More ... See Moreto sleep there.He was SUpposed to sleep in the living room.They went into the attic. They saw Jerry's corpse and they just left because they were scared. But that night they all died because of their friend. He killed them all for making him sleep in that houseIf you don't send this to 11 comments you will die tonight by Jerry.Example 1:A man named Stewart Read this and didn't belive it. He shut off his computer and went through his day. That night while he was in bed he heard something outside of his door. He got up to look. And now he's dead.eXample 2:A Girl named Haley Read this in the morning and she got scared but she didn't send it. She wanted to know if it was true. She went to school (She was only 13 years old) and that night she died.If you don't post this on 11 comments tonight Jerry will 'visit' you
406457585162_13477019	cE YOU'VE READ THE FIRST WORD OF THIS YOU CANT GET OUT. READ ON OR DIE TONIGHT AT 10:35 P.M.9 years ago a person named Jerry got dared to sleep in a house that was belived haunted.The next day his friends waited for him out side the house.... They had to go inside and search for him. They went through every room exept the attic. He wasn't supposed... See More... See More... ... See MoreSee More... ... See MoreSee More... See More... See More... See more... See more... See More... See More... See More... See More... See More... See more... See More... See More ... See Moreto sleep there.He was SUpposed to sleep in the living room.They went into the attic. They saw Jerry's corpse and they just left because they were scared. But that night they all died because of their friend. He killed them all for making him sleep in that houseIf you don't send this to 11 comments you will die tonight by Jerry.Example 1:A man named Stewart Read this and didn't belive it. He shut off his computer and went through his day. That night while he was in bed he heard something outside of his door. He got up to look. And now he's dead.eXample 2:A Girl named Haley Read this in the morning and she got scared but she didn't send it. She wanted to know if it was true. She went to school (She was only 13 years old) and that night she died.If you don't post this on 11 comments tonight Jerry will 'visit' you
