10151475870412592_10052258	SO FLUFFEH!
138078786242155_1077052	Minions FTW no doubt!!!
450152232591_3267072	o-p ew
450152232591_3267162	Cute!
450152232591_3577853	Aosm! 
142596105787865_1227151	Politicians' Ego!!!
142596105787865_1229729	rosie o donald's penis
160554780631514_1712644	No :( 
160554780631514_1712976	I do !
123607997697722_666183	Miranda coscrous is a moron
122045594520642_594539	CONSPIRACY:O
155987431099682_1603007	NO!
155987431099682_1603305	Yes. ;o <3
155987431099682_1603987	(o•o)
440399612591_3141694	no.
440399612591_3142217	No!!
440399612591_3142961	N.O.
440399612591_3143365	no!!!!!!!!!!!!!
440399612591_3144613	No o___o
440399612591_3386120	no!!
156239424397450_1574597	doraimon ^^
156239424397450_1575259	THE ELMO!
156239424397450_1577104	I have no idea.......:(
128496593868975_777907	SO FREAKING CUTE!
128496593868975_778164	I adore it
128496593868975_778300	*computer
128496593868975_785888	SO FUNNY!!!!
431532751375_13741266	SO EXCITED!
152407381448276_1458809	LIKE A DONKEY!!!!!! LMAO!
152407381448276_1458983	@ VICTOR .. NO ES CIERTO YO TAMBIEN FUI LA UNICA PAISA ..LOL
152407381448276_1459091	Porque burro means ass
152407381448276_1489808	gordo!
145645118808218_1296085	ITS SO FLUFFY!! ha ha cute movie! 
145645118808218_1296222	You have a face como... un burro. :D
145645118808218_1297030	OoO IT'S SO FLUFFY!!! 
150987528262115_1405961	leham bros
150987528262115_1406159	WOOOO. PIE.
150987528262115_1410324	BANK OF AMERICA!
420135297591_2830193	piranha launcher
420135297591_2830405	"SO FLUFFY"(:
420135297591_2830794	piranha gun!  
420135297591_2830805	No.  
420135297591_2831465	do you have coconutties
420135297591_2832393	O_O"
420135297591_2833859	Piranha gun!
420135297591_2835409	OH POOP
420135297591_2835553	ADD ME AS A FRIEND PLZZZZZ PPL
420135297591_2838930	Big remote o.o
420135297591_2845540	O POOP lolz
420135297591_2859827	"OH POOP"
420135297591_8510715	nai alla exei mia dosh graham !!
