10151475870412592_10052264	Roni Pham
10151349338522592_9280843	"I gawd-it, I gawd-it" :)
10151349338522592_9281700	It's your man Lisa
10151349338522592_9281804	"I said 'dart gun' not.... Okay..."
10151349338522592_9286385	No no no annoying noises
10151348454597592_9273525	I saw it, I saw it!!!
10151348454597592_9273780	I saw it!!!!!
10151348454597592_9273863	I saw it
10151348454597592_9273933	I saw it!!!!:)
10151348454597592_9273950	Cute ng movie na yan.napanood ko na yan
10151348454597592_9274185	I saw it
10151348454597592_9274363	<3 it!
10151348454597592_9274514	I am waaaaaaaiting :)
10151348454597592_9274538	C0me t0 Manila :))
10151348454597592_9274727	saw it in dallas on monday night!
10151348454597592_9274930	Emma, Elyssa .. Do it haha I did :p
10151348454597592_9276888	Papoooy
10151346803897592_9261939	happy birthday Agnes ^^
10151346803897592_9261974	happy b-day
10151346803897592_9262092	Happy bday
10151346803897592_9262138	Happy  B-day
10151346803897592_9262143	happy bday !!!!
10151346803897592_9262157	happy b-day
10151346803897592_9262225	Happy b day
10151346803897592_9262277	Happy birthday .... Agnes! <3
10151346803897592_9262306	Happy B-Day
10151346803897592_9262332	Happy b-day
10151346803897592_9262336	AWW
10151346803897592_9262441	Happy bday! :D
10151346803897592_9263005	Happy B-Day
10151346803897592_9263442	happy bday:)
10151346803897592_9263849	Happy b-day
10151346803897592_9264076	Happy b-day
10151346803897592_9264191	Happy
10151346803897592_9264213	happy b day
10151346803897592_9264408	Happy b-day
10151346803897592_9264547	Happy BIRTHDAY
10151346803897592_9264808	Happy B-Day:)
10151346803897592_9264830	happy bday:)
10151346803897592_9265053	Lol happy b day!!!!
10151346803897592_9265805	happy Bday!!
10151346803897592_9265966	happy b-day
10151346803897592_9266482	i gotch yewr leggg nay nay
10151346803897592_9266621	happy birthday Agnes!!!
10151346803897592_9266935	Happy B-day=D
10151346803897592_9267038	happy b
10151346803897592_9267563	Happy Bday, Agnes!
10151346803897592_9275213	hppy bday i luv angus
10151346803897592_9277851	Happy b day!!!!!!!!!!!!
10151345779257592_25553648	LOVE THOSE MINIONS ....Po Poy .....Banana ?
10151345779257592_25553814	papoy
10151345779257592_25553826	Andy
10151345779257592_25553965	Mateia Milano
10151345779257592_25554467	omg Trang Phan
10151345779257592_25554547	I <3 this guy :) papoy, Banana :D
10151345779257592_25554822	Omg
10151345779257592_25559083	Sumit Bhamboo
10151345779257592_25560830	papoi
10151345779257592_25561237	hugging Minions! <3 <3 <3
10151345779257592_25564563	AWESOME
10151344757337592_9245415	Kat Khayem Banlaoi
10151339830222592_9209897	Lily Sooklal :D
10151339830222592_9209956	Pa-poy!
10151339830222592_9210176	banana ba ba ba banana :D
10151339830222592_9211453	Para tú papoy!
10151339830222592_9214224	papoy papoy papoy
10151339830222592_9214492	Stanley Santosa
10151338374067592_9201576	Lmao!!!
10151338374067592_9203171	ahaha..pimping..
10151338374067592_9203602	lmao!
10151337120202592_9191595	haha neat!
10151337120202592_9191716	papoi?
10151337120202592_9191722	babanana... :D
10151337120202592_9191908	papoy!!!!!!! :-D
10151337120202592_9192307	banana
10151337120202592_9193890	Yay so happy
10151337120202592_9195686	Waiting....
10151337120202592_9195741	omg Celina Xu
10151337120202592_9200804	Omg
10151337120202592_9201160	m waiting....
10151335750077592_9180035	i m waiting......
10151335750077592_9180069	Karolina
10151335750077592_9180070	Karolina Nowak
10151335750077592_9180163	No laughing or giggling.....<3
10151330664562592_9157099	omg 2nd
10151330664562592_9157183	Just saw it!
10151330664562592_9159369	:P
10151330664562592_9159961	pokoy pokoy ....
10151330664562592_9160084	no
10151330664562592_9179912	Asap Ortiz
10151330664562592_9203499	No no no! I said dart gun... Not.. Auh!!
10151330664562592_9469671	PEW PEW PEW PEW PEW
10151330420587592_9150478	uy Soy! ito yung sinasabi ko!
10151330420587592_9153568	m waiting... :)
10151330420587592_9156924	omg omg yes!!
10151330420587592_9816398	Partners kayo wow
10151330213927592_9146503	AWESOME
10151330213927592_9146543	why not kansas
10151330213927592_9146769	Yay minions
10151330213927592_9147327	I saw it yesterday!!!!!
10151330213927592_9148964	saw it!!
10151330213927592_9149673	Papoy Lisa and what is that in your language again
10151330213927592_9150999	ang cute
10151330213927592_9154732	Papoy?
10151330213927592_9156171	I saw it ahhh!!!!
10151330213927592_9161351	paburito ko nang panoodin yung dispicable me 3 :D
10151330213927592_9485349	I saw it in Arizona :)
10151330213927592_9523643	aww i havent saw it
10151329306012592_9139028	Aniça Latchman
10151329306012592_9139171	Angela
10151329306012592_9139235	Banana :D
10151329306012592_9139253	Megan ..oh my god :)
10151329306012592_9139326	Omg yess
10151329306012592_9139995	Andrew Mangin
10151329306012592_9140283	<3!!!!!!Awww sharing!!!!!!!!!!!
10151329306012592_9140996	papal
10151329306012592_9141164	Ba-na-na-na-na-na-na! LMAO! Can't wait!
10151329306012592_9142911	hes saying doobie
10151329306012592_9143267	banana
10151329306012592_9151914	Karolina
10151328985102592_9135202	blimp
10151328985102592_9135222	Banana?
10151328985102592_9135226	blipe
10151328985102592_9135230	blimp
10151328985102592_9135246	a minion taking a nap
10151328985102592_9135258	A blimp.
10151328985102592_9135269	Banana
10151328985102592_9135290	minyon!
10151328985102592_9135306	minon
10151328985102592_9135314	kca minon blimp
10151328985102592_9135353	blimp
10151328985102592_9135387	A blimp
10151328985102592_9135400	blimp
10151328985102592_9135413	A blimp
10151328985102592_9135421	Swimming minion.
10151328985102592_9135423	blimp
10151328985102592_9135442	A blimp !!!
10151328985102592_9135460	blimp
10151328985102592_9135461	blimp
10151328985102592_9135467	A sideways banana waving
10151328985102592_9135495	Swimming minion.
10151328985102592_9135501	blimp
10151328985102592_9135575	blimp
10151328985102592_9135591	Flying banana man.
10151328985102592_9135603	A blimp
10151328985102592_9135621	blimp
10151328985102592_9135623	blimp?
10151328985102592_9135632	blimp
10151328985102592_9135636	blimp
10151328985102592_9135705	blimp
10151328985102592_9135710	blimp!! haha
10151328985102592_9135712	blimp
10151328985102592_9135760	Banana!
10151328985102592_9135768	A blimp
10151328985102592_9135774	Minion Blimp? haha
10151328985102592_9135800	blimp
10151328985102592_9135805	a sleeping minion
10151328985102592_9135831	Pig
10151328985102592_9135917	blimp
10151328985102592_9135937	I blimp!!\
10151328985102592_9135946	A minion taking a nap....no?
10151328985102592_9135948	minon
10151328985102592_9135995	blimp
10151328985102592_9135998	blimp
10151328985102592_9136073	Humpy dumpy
10151328985102592_9136096	Flying minion hahaha :D
10151328985102592_9136101	Lol it looks wrong hahahahahaha sorry sorry sorry
10151328985102592_9136118	A blimp!
10151328985102592_9136148	blimp
10151328985102592_9136155	no blimp
10151328985102592_9136168	a minon blimp
10151328985102592_9136172	blimp
10151328985102592_9136219	minons blimp
10151328985102592_9136231	blimp
10151328985102592_9136240	blimp
10151328985102592_9136250	blimp!
10151328985102592_9136258	A blimp?
10151328985102592_9136259	Banana?
10151328985102592_9136282	banana
10151328985102592_9136321	A blimp!
10151328985102592_9136401	blimp
10151328985102592_9136455	slwwping minion :D
10151328985102592_9136533	banana
10151328985102592_9136536	Banana?? :-D
10151328985102592_9136592	blimp
10151328985102592_9136626	floating MINION!
10151328985102592_9136650	blimp
10151328985102592_9136661	blimp
10151328985102592_9136667	Swimming minion?
10151328985102592_9136733	A blimp???
10151328985102592_9136811	blimp
10151328985102592_9136916	Anominly
10151328985102592_9136979	blimp
10151328985102592_9137002	minon blimp
10151328985102592_9137012	blimp
10151328985102592_9137071	banana :p
10151328985102592_9137096	Minion saying hello!
10151328985102592_9137122	I'm guessing blimp
10151328985102592_9137147	Swimming minion
10151328985102592_9137163	papoi :D
10151328985102592_9137199	A blimp
10151328985102592_9137208	banana?
10151328985102592_9137209	A blimp!
10151328985102592_9137252	blimp
10151328985102592_9137298	blimp
10151328985102592_9137371	blimp
10151328985102592_9137373	swimming minion
10151328985102592_9137508	blimp?
10151328985102592_9137516	Banana?
10151328985102592_9137566	minyon
10151328985102592_9137571	Minon
10151328985102592_9137616	blimp
10151328985102592_9137644	Minion making a snow angel.
10151328985102592_9137700	A blimp
10151328985102592_9137740	banana wearing sunglasses. o.O
10151328985102592_9137767	A minnon sun bathing
10151328985102592_9137918	A blimp?
10151328985102592_9137955	minon
10151328985102592_9137998	banana？！ (>﹏<)
10151328985102592_9138008	A blimp
10151328985102592_9138059	blimp
10151328985102592_9138118	blimp.
10151328985102592_9138133	blimp
10151328985102592_9138235	A minon
10151328985102592_9138255	a banana!!!!!!!!!
10151328985102592_9138280	popoy flying :P :D
10151328985102592_9138417	A blimp
10151328985102592_9138423	blimp
10151328985102592_9138456	A blimp
10151328985102592_9138503	a Banana
10151328985102592_9138538	A soaring minion.
10151328985102592_9138549	A blimp
10151328985102592_9138564	A minion gun
10151328985102592_9138567	Swimming minion
10151328985102592_9138741	blimp
10151328985102592_9138747	Banana!
10151328985102592_9138913	a blimb minoin
10151328985102592_9138949	A minion taking a nap
10151328985102592_9139153	blump
10151328985102592_9139229	swimming minion
10151328985102592_9139580	Banana?:P
10151328985102592_9139750	A Banana....
10151328985102592_9140054	blimp
10151328985102592_9140466	KEVIN!!!!!!!!
10151328985102592_9140709	A blimp
10151328985102592_9140745	minion sleeping  style  balloon! hahaha! <3 <3 <3 <3
10151328985102592_9140883	swimming minion
10151328985102592_9140927	blimp
10151328985102592_9140947	blimp
10151328985102592_9141081	blimp
10151328985102592_9141157	blimp
10151328985102592_9141400	blimp
10151328985102592_9142358	A minion blimp I saw it today
10151328985102592_9142431	A blimp
10151328985102592_9142601	a minion blip?
10151328985102592_9143001	Minino vs banana. XP
10151328985102592_9143041	Minionbanana
10151328985102592_9143274	A blimp
10151328985102592_9143375	popoy xD
10151328985102592_9144483	Minimon swimming
10151328985102592_9145103	Minon
10151328985102592_9145281	banana :)
10151328985102592_9146906	blimp
10151328985102592_9147004	blimp
10151328985102592_9147037	blimp
10151328985102592_9147857	minon
10151328985102592_9147998	blimp
10151328985102592_9149298	blimp
10151328985102592_9151104	Minyon
10151328985102592_9151506	misayl
10151328985102592_9152354	blimp
10151328985102592_9152556	blimp
10151328985102592_9152619	blimp
10151328985102592_9154638	Blimb
10151328985102592_9166910	blimp
10151328985102592_9206073	minion baloon
10151328985102592_9221866	blimp
10151328985102592_9244132	blimp
10151328985102592_9793552	blimp
10151328985102592_9875295	blimp
10151328985102592_9937669	blimp
10151328985102592_9989647	blimp
10151328985102592_9991775	blimp
10151328985102592_10008134	blimp
611106885569534_7359530	Samantha Lynn
611106885569534_7359815	Joyce Chang bottom ahahahaha
611106885569534_7359876	Yayyyyy! Ileana Vanessa Mayra Rivera
611106885569534_7360199	Amazing;
611106885569534_7361251	waiting...........
611106885569534_7362080	Mishal Salim got eminem song!! =D
611106885569534_7363181	Jason Yang
611106885569534_7602735	Angela Lu
10151326031392592_9117141	Zaina Itani
10151326031392592_9117180	<3 it!!
10151326031392592_9117215	papoy
10151326031392592_9117258	ЕЕЕЕЕЕЕЕЕЕЕЕЕЕ!! mn sa gotqni <3
10151326031392592_9117278	Papoy!!
10151326031392592_9117302	papoy! pafoy! my baby girl like the minions so much! :D :D especially the banana song. . ba ba ba. . ba ba na na. . ba ba ba. . ba ba na na. . . :)
10151326031392592_9117402	Blalalalal...
10151326031392592_9117558	AAHHHH!!!!!
10151326031392592_9117868	AMAZING!!!!
10151326031392592_9118048	m waiting ....
10151326031392592_9118342	Nina Benny & Pa Hua Chang! It's a date I say!
10151326031392592_9118529	loving it!!!!
10151326031392592_9118827	popoyye
10151326031392592_9119403	Banana!!!!!!
10151326031392592_9119511	AWFSJLDKGJDFG
10151326031392592_9120327	lmao =))
10151326031392592_9120479	banana
10151326031392592_9120829	banana
10151326031392592_9121427	Banana!
10151326031392592_9121536	ang cute naman <3 :)
10151326031392592_9125514	You and me cuz ;) Aiko Nakagawa
10151326031392592_9127717	pa poy ??
10151326031392592_9144511	alam ko iyan yung pangalawa xinerox pwet nya
10151325099522592_9112278	Susana Cardona!!
10151325099522592_9112318	waiting !!
10151325099522592_9112325	Banana !
10151325099522592_9112345	Angela
10151325099522592_9112372	Hagop Ghazarian
10151325099522592_9112385	lmao!!!!
10151325099522592_9112476	YAAAAA... a banana
10151325099522592_9112482	banana
10151325099522592_9112508	Ba-ba-ba Bananana!!!
10151325099522592_9112573	Banana! X3
10151325099522592_9112598	banana?
10151325099522592_9112604	Ba-na-na?!
10151325099522592_9112643	Vanessa Sanabria Daisy Reyes
10151325099522592_9112701	Sana mapalabas na kaagad yan ! Excited na ko x))
10151325099522592_9112811	Banana ! Lol
10151325099522592_9113081	Ekkkk is all I go to say
10151325099522592_9113159	paboy
10151325099522592_9113162	Banana #1
10151325099522592_9113168	Banana
10151325099522592_9113270	Banana!
10151325099522592_9113423	banana
10151325099522592_9113669	awwwwwwwww pat pat
10151325099522592_9113684	Day banana
10151325099522592_9113717	Tony Yang
10151325099522592_9113904	Gift para tu! Toy Toy!
10151325099522592_9114247	Muhammad Aiman Naim.papoi
10151325099522592_9114307	Banana :)
10151325099522592_9114543	pak poy
10151325099522592_9114546	ayos to :)\
10151325099522592_9114933	BANANA!! Grab Phil's banana, David! :P
10151325099522592_9115759	Nice 1! :Dba-na-na:pooop
10151325099522592_9116967	waitng
10151325099522592_9118888	Banana? 0.0
10151325099522592_9121231	Papoy lol
10151325099522592_9122105	Banana
10151325099522592_9139322	Its a banananaa
10151325099522592_9141065	BURN!
10151325099522592_9141604	banana :)
10151325099522592_9147111	banana!
10151325099522592_9174107	A
10151325099522592_9174591	Swag
10151325099522592_9175022	Omg it's on my bday!!!!
10151325099522592_9175583	Banana!! :D
10151325099522592_9175974	I'm a banana na na naa lol
10151325099522592_9178834	PHIL
10151325099522592_9181544	Banana
10151325099522592_9181843	Lisa Cooley
10151325099522592_9182357	!!! AWESOME
10151325099522592_9182584	Banana<3<3<3
10151325099522592_9192186	Were going Brandyn Patton Skaggs
10151325099522592_9192733	Angela Lemos
10151325099522592_9194568	P
10151325099522592_9195450	Banana!!!!
10151325099522592_9200472	Papoy!!
10151325099522592_9200814	Anges Loy
10151325099522592_9205048	Angela. Banana?!
10151325099522592_9205573	Papoy :)
10151325099522592_9205629	Papoy PAPOY!!!
10151325099522592_9209371	Hana Robins
10151325099522592_9210557	Banana Tania Camarillo
10151325099522592_9211438	Omg it says KEVIN
10151325099522592_9211440	Alyssa Nixon
10151325099522592_9214951	banana !!!!!!
10151325099522592_9215036	Bananna
10151325099522592_9217577	My imagination lol
10151325099522592_9219123	That banana.
10151325099522592_9220514	Isa Ramos
10151325099522592_9228630	Banana
10151325099522592_9234401	Banana
10151325099522592_9241645	Banana
10151325099522592_9242175	Ba-na-na-na-na-na-na....Po-ta-toooooh
10151325099522592_9242225	hay it's me
10151325099522592_9243151	Yaaa man i can wait to see it!!!!   Banana !! banana !!!
10151325099522592_9244170	Ani Ispiryan !!!
10151325099522592_9245212	Banana!
10151325099522592_9245278	Omg
10151325099522592_9245331	Omg lol
10151325099522592_9245484	omg lol ;)
10151325099522592_9253995	PHIL
10151325099522592_9254202	Omg lol
10151325099522592_9300147	dat banana...
10151325099522592_9315594	haha hes naked
10151325099522592_9502980	ang cute talaga nila cla ang pinaka cute na cartoon
10151325099522592_9934013	ba ba ba ba ba nana
10151318828872592_9081187	Bob Ling
10151318828872592_9085232	naughty
10151315760852592_9062852	it was so long time ago... ;)
10151315760852592_9064884	Angelina Goodwin! :)
10151307513457592_9022392	copa, y la banana, nanananana
10151307513457592_9022459	banana
10151307513457592_9022516	Ikuto The good Banana's
10151307513457592_9022543	banana
10151307513457592_9022639	Anisa Jaan
10151307513457592_9022759	Karla Mina <3
10151307513457592_9023128	bella~banananala~
10151307513457592_9023149	mela mela banana! umanakuna kubi Hey! omano bikino! Me Lola Mela Banana!
10151307513457592_9023267	alabanana
10151307513457592_9023495	papoe......aaaaahhh.....papoe......i mean unicorn........aaaahhh papoe....
10151307513457592_9023799	<3 it
10151307513457592_9023830	De la banana!!
10151307513457592_9024414	Lily Medina Diane Vega papoy..
10151307513457592_9024514	popoy popoy very popoy. . . :)
10151307513457592_9024589	Lol bananananna
10151307513457592_9024788	olla banana
10151307513457592_9025258	Copa-bananaaa
10151307513457592_9025292	a palabana....nurki...
10151307513457592_9025672	Pappoyy....
10151307513457592_9025712	♥ ur bangs! :)
10151307513457592_9025716	Sara Palagi
10151307513457592_9025719	OMG!!!!!!!!!! Kayla Stroop
10151307513457592_9031132	in a banana
10151307513457592_9033171	copa copabana la banana....
10151307513457592_9210963	Banana song ;)
10151307513457592_9285532	dba eto ung babanana !! :P ;)
10151307513457592_9362966	bababababanana bababababanana banana potato na banana .... hehehe.... banana?
10151307513457592_9858223	AWWW
10151307513457592_10050672	omg that's lady gaga XD
10151292529897592_8969470	Papooy,
10151292529897592_8969516	Karolina !!!!!
10151292529897592_8969540	<3 it :-*
10151292529897592_8969621	awww Agnes :)
10151292529897592_8972374	popoy popoy
10151292529897592_8972606	Aww dang it you all stole what I was going to say!
10151292529897592_8975031	Baba Út
10151285846802592_8933664	:P
10151285846802592_8933938	no. but haha
10151285846802592_8933986	Patta pata pata pata!
10151285846802592_8935433	no
10151285846802592_8936789	hahaha  love it!
10151285846802592_9388588	ena banana
10151283091422592_8918166	Banana?
10151283091422592_8918575	Banana!
10151283091422592_8919436	Deanna Dao Isabella Valbuena Tami Nguyen
10151283091422592_8920277	Banana!
10151283091422592_8920462	cute hahha XD ang koyot koyot
10151283091422592_8922130	ba na na...hehe  ^_^
10151283091422592_8922237	ba na na na..po ta to ahhhhh hahaha =D
10151283091422592_8926499	bapoy
10151283091422592_8928251	banana people....
10151283091422592_8929375	papoy ???
10151283091422592_8931929	wow ang GANDA.
10151283091422592_8942930	Banana....Banana....BANANA!!!!!!!!!!!!
10151283091422592_8969539	Banana... Banana... Banana... LoL... Love the banana part!
10151283091422592_8989974	Banana
10151283091422592_9025718	ang cute
10151281382522592_8908150	Omg
10151270760792592_8854467	Damon Hogg
10151270760792592_8854533	Antigoni Maniati
10151270760792592_8854964	Happy F.A day :))
10151270760792592_8855750	Joy Ngiaw
10151267206667592_8837706	:P
10151267206667592_8848211	haha poor gru
10151265607997592_25045388	Lynda Truong
10151265607997592_25045430	so taking my babies
10151265607997592_25045432	hula banana
10151265607997592_25045979	papoy
10151265607997592_25046202	banaNA!
10151265607997592_25046484	Edwina! look at it!!!!!
10151265607997592_25046499	Dina Liang
10151265607997592_25054067	Ang kulet hahahaha :D
10151265607997592_25056879	pata pon
10151265607997592_25074203	ay papoy!
10151259154712592_8802530	<3 it!!!!
10151259154712592_8802712	gulp.
10151259154712592_8802918	Julyana Ribeiro
10151259154712592_8803512	Jim Chang 哈哈哈哈哈哈
10151259154712592_8804195	I'm Laughing!
10151259154712592_8804604	:P
10151259154712592_8815192	papoy!~
10151253604482592_8779182	noo
10151253604482592_8779251	yall niggas suck
10151253604482592_8779291	Tawana King
10151253604482592_8779349	papoooyyy!
10151253604482592_8779355	Papoy... me para ti!
10151253604482592_8779376	MINION POWER!!!
10151253604482592_8779513	omggggg sooo cuteee
10151253604482592_8779661	Angel Phanco
10151253604482592_8779927	Amr El-Darawy
10151253604482592_8780075	Yea baby
10151253604482592_8780321	A
10151253604482592_9139361	Go banananaa
10151253604482592_9140151	Go banananaa
10151252841017592_8775233	Soumya Konambhotla :)
10151252841017592_8775677	Paula Castilho <3 hahaha
10151252841017592_8775769	waiting.......
10151252841017592_8776693	Amanda Kos!  Yay!  So FLUFFY
10151252841017592_8776920	hanuz nayumade hol nakon :D
10151252841017592_8777220	Briana Hill
10151252841017592_8777581	Luna!
10151252841017592_8778019	<3 it
10151252841017592_8778306	Ang cute ni agnes
10151252841017592_8781732	papoy
10151252841017592_9468154	Samantha Isabella
10151251799335163_24184061	Lisa Armstrong
10151251799335163_24184572	Alyssa Taylor
10151251799335163_24185148	Alyssa Kanis Ani Minasian
10151251799335163_24186216	ang cute
10151251799335163_24187797	puppy's
10151251799335163_24188542	Banana
10151251799335163_24192728	Banana
10151251799335163_24195324	aw
10151251799335163_24249873	hahhhahahaha ang ganda
10151251799335163_24451835	papoy
10151251799335163_25146811	pupyes
10151251799335163_25199528	hililia....\]]
10151251799335163_25215700	i saw it!
10151251799335163_25291773	:pop:
10151251799335163_25292262	:putnam:=:poop:
10151251799335163_25354644	aAFFF
10151251799335163_25488271	p00p
10151251799335163_25519206	:poop: :putnam: <(")
10151249833292592_24941015	no
10151249833292592_24941136	What big game?? o.o
10151249833292592_24941465	niners, baby
10151249833292592_24944280	Ang cute naman
10151218956467592_8714109	no it's not
10151217554182592_24858347	banana song...lmao
10151210229107592_8661473	And orange
10151210229107592_8661798	Go big blue
10151210229107592_8661986	Kings
10151210229107592_8663268	baby pink
10151210229107592_8664022	Popoyy......
10151210229107592_8667168	REDwings !!
10151206995862592_8644453	I <3 <3 it!!!!
10151206995862592_8644574	Banana is back...LOL!
10151206995862592_8646596	Swag
10151206995862592_8647012	Omg lol.
10151206995862592_8660106	<3 it !
10151196352667592_8584495	Bakalaba pa poy...... ;)
10151167531672592_8501289	Ta ta ta papoi...happy new year
10151167531672592_8501427	Ahahahaha Sara , Minh-Thư, Guillaume :') potatoooooo
10151167531672592_8501438	Omg!!! Deb Dayton!!!
10151167531672592_8501477	Banana!
10151167531672592_8501617	Ba ba ba. Ba ba. Na na
10151167531672592_8501709	Banana bananana POTATO!!!!!
10151167531672592_8501787	Pa pa pa, pa pa, na naa.... Pa pa pa pa pa, na naa....Ote looo ....otiole po ni ni ote...Pa pa na naaaaaaaaaaaaaaaaaaaaaaaaaaaaa
10151167531672592_8502311	Happy 2013!
10151167531672592_8502784	Vanessa Ayala
10151167531672592_8503293	banana!!!
10151167531672592_8504301	pap0y. . .
10151167531672592_8504507	Malapit n claaaaa! Bababa...
10151167531672592_8504767	banana
10151167531672592_8505325	Banana!!HAPPY NEW YEAR
10151167531672592_8505366	papoy >___<
10151167531672592_8505770	ba ba ba....nananana babababa..
10151167531672592_8505875	Ba...Na...Na
10151167531672592_8507649	PAPOI
10151167531672592_8507699	banana
10151167531672592_8507765	papoy
10151167531672592_8508026	Ba ba ba baba nana
10151167531672592_8508756	<3 waiting !!! :P
10151167531672592_8509931	potatooo naaa ! :*
10151167531672592_8519780	Kayla Mawby
10151167531672592_8526193	banana bananana
10151167531672592_8531140	;-P
10151167531672592_8691156	Swag
10151167467467592_8452756	Im trying.
10151167467467592_8737768	Anyone?!?
10151167466782592_8442749	l o l awww
10151167466782592_8444996	Lmao, YES!!!
10151167466782592_8445424	"it's so FLUFFY !" hahaha
10151167466782592_8447924	haha agnes <3
10151167466782592_8449749	aww <3
10151167466782592_8456439	sobrang cute ni agnes sana may part two pa nang despicable me
10151167466782592_8458622	"GRU Like A Santa"Say Agnes .  hahahaha
10151167466782592_8460851	agar santa aise hone lage to baache cristmas manana band kar denge
10151167466782592_8468184	ang cute
10151167466782592_8468207	amagingg...... i m waiting it so eagerlyyy....
10151167465257592_8427464	Lol I'll do it 4 u hahaha bye peps
10151167258002592_8417494	Rama Alsamman happy holiday
10151167258002592_8417559	banana
10151167258002592_8418081	Ba-ba-ba ba-ba-banana!
10151167258002592_8419120	Papoy
10151167258002592_8419603	pa poy ???
10151167258002592_8424124	papoy is back...lol
10151166229617592_8421018	ish...ndi kuh pa napapanuod ung despicable me 2..
10151163194817592_8396541	Pilar 
10151163194817592_8396608	banana
10151163194817592_8397157	Banana
10151163194817592_8397861	banana
10151163194817592_8397915	my patatos...:))
10151163194817592_8398179	papoy papoy
10151163194817592_8399221	Kaelyn Anna
286674758119378_1305200	Habulin siya!!!
296638653785632_1316469	<3 it
296638653785632_1316512	ALIENS
296638653785632_1317464	kitty :D
296638653785632_1317484	lmao!
296638653785632_1317671	Slapping Ha Ha LOL
296638653785632_1318000	xD papoy xD Adriiann Mtz uhh papoy xD si papoy xD
296638653785632_1318275	meron na?
296638653785632_1320978	ACTION
296638653785632_1321257	Liz Galligo Angel Galligo miss you guys
296638653785632_1321419	AWHH ^_^
296638653785632_1321425	Ji Yoon Rosa Hyun AHHHHHHH <3
296638653785632_1321689	no
296638653785632_1322913	omg <3
296638653785632_1323036	omg omg omg YAY
296638653785632_1325162	I am not saying Aliens...but...Aliens
296638653785632_1325275	helo kilana end milani I LOVE
296638653785632_1325312	Angela!!!!!!!!!!!!!!!!!!!!!!!!
296638653785632_1325421	<3 it!
296638653785632_1327717	bababababanana. lol
296638653785632_1327746	banananannananananananananana clap clap clap clap clap clap clap clap clap
296638653785632_1328217	there saying bannana bababababa bannna
296638653785632_1328659	Omg(:
296638653785632_1329035	lalalala llalalaala llalala
296638653785632_1330039	going*
296638653785632_1330515	Coming Soon ... !!!!
296638653785632_1349666	LOL bananananananaanananananaaaaaaa
296638653785632_1449594	so funny i am singing
240687586060779_954543	Lynda Truong
240687586060779_954552	Trang Vu
240687586060779_954579	Ba na na na na na na
240687586060779_954744	Marina Gabi Sofi Lau Magdalena Carolina :)
240687586060779_960009	ralph says ily
10151100099302592_7984589	waiting!
10151100099302592_7984605	Waiting :D
10151100099302592_7984617	papoi :D
10151100099302592_7984621	Bababababanana :P
10151100099302592_7984631	more papoy????? yeah!!!
10151100099302592_7984646	ba ba ba ba ba~nana~ potato~~~~~
10151100099302592_7984664	Can't hardly wait :D bananaaa potatooo naaa
10151100099302592_7984700	Yea yea Phappoyyy..hahaha..spita spita (;
10151100099302592_7984737	Nanana, nanoonana!
10151100099302592_7984843	Orlando Zapata
10151100099302592_7985132	Bababababanana!
10151100099302592_7985145	Lindsay O'Callaghan
10151100099302592_7985208	Jasmin Solano :D
10151100099302592_7985476	omg omg omg
10151100099302592_7985500	Cat Pangakis
10151100099302592_7985862	bababababananas
10151100099302592_7986064	ooooh,papoy?
10151100099302592_7987144	Clint says ya
10151100099302592_7987799	Bring it on baby cos we can't wait....Bananaaaaaaaaa.....
10151100099302592_7990294	Bananaaaaa Potato naaaa...
10151100099302592_7991105	Waiting.!!!!!!!!
10151100099302592_8180145	sino nag sabe?
10151100099302592_8180147	ako
10151100099302592_8180149	angal ;(
10151100099302592_8180152	bakiw
10151100099302592_8180154	baka baliw?
10151100099302592_8180158	kaya nga
10151098592377592_7976812	omgomgomgomgomgomgomgomgomgomgomgfart! lol
10151098592377592_7977024	Omg omg omg!!!! Can't wait! :D
10151098592377592_7977236	youpi
10151098592377592_7977238	AHHH!!
10151098592377592_7977256	M huntng 4 it..
10151098592377592_7977260	Banana..........
10151098592377592_7977329	banana banananana banana banananaa
10151098592377592_7977332	Happy...happy...happy....:D
10151098592377592_7977337	PETETE
10151098592377592_7977365	Omg!!!
10151098592377592_7977451	I'm a Banana!!!
10151098592377592_7977557	Ciara Long!!!
10151098592377592_7977583	o no not agen !
10151098592377592_7977767	Mélody Boulanger
10151098592377592_7977778	Papoy !!!
10151098592377592_7977861	Behnoosh Zamanlou
10151098592377592_7978023	I <3 that banana song!!!<3
10151098592377592_7978107	F-ing YEAH!!!!!!!
10151098592377592_7978173	Banana!?
10151098592377592_7978341	Poy Poy
10151098592377592_7978479	AI SIMMMMMM
10151098592377592_7979424	Dian Permatasari Eki Purwanti huaaa papoy papoooyy >,<
10151098592377592_7979595	Poy. Poy para tu
10151098592377592_7980146	ba-ba-ba-ba banana! :3
10151098592377592_7980683	Banana!!!!
10151098592377592_7981011	PAPOY... :)
10151098592377592_7981092	babanana :D#ROFL
10151098592377592_7981436	papoy ;D
10151098592377592_7982258	waiting..........!!!!!
10151098592377592_7982305	amazing one
10151098592377592_7983191	can't wait..na na na na
393610994031802_82390600	Papoii ..
10150905247092592_7069041	AWESOME
10150905247092592_7069054	Puhpoy? Ohhhhh, puhpoy!
10150905247092592_7069085	Papoi
10150905247092592_7069198	PAPY!
10150905247092592_7069207	papoy* "D
10150905247092592_7069409	Omgggg :D
